Month,Category,shop_code,City,shop_type,Num Proj Factor,ACV Proj Factor,MKt segment3,MKt segment4,Urbanity,MKt segment5,Product_code,Vendor,Brand,Flavor,Packing_type,Size,Sub_brand,SKU,OpeningStock,Purchase,Stk1,Stk2,Price,Weights,Sale,Volume,Value,Purchase_Volume,Total_Stock_Volume,Forward_Stock_Volume,MKt segment2,MKt segment6,MKt segment7,MKt segment9
3,C,96,CityI,kioskType3,63.94622426,75.06670978,On Premises,Province1,ROU,District3,279,Dr Pepper,AnW Cream Soda,Lamonade,CAN,250 ML,Pepsi Cola Lime,(279) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 250 ML - Dr Pepper,26,12,1.0,0.0,50,250,148.5,40337626.61,1213.5,3000,250,250,Rest of urban Overall,National Urban,District3 Franchise,On Premises (Urban)
3,C,96,CityI,kioskType3,79.59327604,71.32434058,On Premises,Province1,ROU,District3,279,Dr Pepper,Bluna Orange,Citrus,CAN,250 ML,Seagram G Ale,(279) | Bluna Orange | Seagram G Ale - Citrus - 250 ML - Dr Pepper,16,24,5.0,12.0,50,250,24.5,8280.5,2313.5,6000,4250,1250,Rest of urban Overall,National Urban,District3 Franchise,On Premises (Urban)
3,C,96,CityI,kioskType3,81.4050207,63.066581629999995,On Premises,Province1,ROU,District3,299,Dr Pepper,Crush Strawberry Soda,Orange,CAN,250 ML,Sprite,(299) | Crush Strawberry Soda | Sprite - Orange - 250 ML - Dr Pepper,16,49,6.0,24.0,50,250,16.5,15530.5,9043.5,12250,7500,1500,Rest of urban Overall,National Urban,District3 Franchise,On Premises (Urban)
3,C,96,CityI,kioskType3,79.59327604,84.165686,On Premises,Province1,ROU,District3,20, Africola,Afri Cola,Cola,PET,1.5 LT,Pinecola,(20) | Afri Cola | Pinecola - Cola - 1.5 LT -  Africola,18,27,6.0,12.0,100,1500,78.5,63280.5,213.5,40500,27000,9000,Rest of urban Overall,National Urban,District3 Franchise,On Premises (Urban)
3,C,96,CityI,kioskType3,79.59327604,41.850039339999995,On Premises,Province1,ROU,District3,296, Africola,Afri Cola,Cola,PET,500 ML,Pinecola,(296) | Afri Cola | Pinecola - Cola - 500 ML -  Africola,18,27,5.0,12.0,50,500,81.5,57030.5,1453.5,13500,8500,2500,Rest of urban Overall,National Urban,District3 Franchise,On Premises (Urban)
3,C,96,CityI,kioskType3,56.3220339,95.9292017,On Premises,Province1,ROU,District3,1063, Africola,Afri Cola,Cola,CAN,250 ML,Pinecola,(1063) | Afri Cola | Pinecola - Cola - 250 ML -  Africola,21,56,7.0,12.0,50,250,24.5,10030.5,1013.5,14000,4750,1750,Rest of urban Overall,National Urban,District3 Franchise,On Premises (Urban)
3,C,96,CityI,kioskType3,23.26469206,95.9292017,On Premises,Province1,ROU,District3,197,Dr Pepper,Dr Pepper Cherry,Lamonade,CAN,250 ML,Pepsi Cola Lime,(197) | Dr Pepper Cherry | Pepsi Cola Lime - Lamonade - 250 ML - Dr Pepper,14,49,1.0,12.0,50,250,48.5,33030.5,6243.5,12250,3250,250,Rest of urban Overall,National Urban,District3 Franchise,On Premises (Urban)
3,C,97,CityI,kioskType2,79.59327604,24.49028927,Grocery,Province1,ROU,District3,698,Dr Pepper,AnW Cream Soda,Lamonade,PET,500 ML,Pepsi Cola Lime,(698) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 500 ML - Dr Pepper,7,0,0.0,0.0,50,500,44.5,53780.5,10963.5,0,0,0,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,97,CityI,kioskType2,58.83333333,48.012233339999995,Grocery,Province1,ROU,District3,227,Dr Pepper,AnW Cream Soda,Lamonade,PET,1.5 LT,Pepsi Cola Lime,(227) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 1.5 LT - Dr Pepper,7,0,0.0,0.0,100,1500,62.5,2964335.124,4613.5,0,0,0,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,71.35849243,48.012233339999995,Grocery,Province1,ROU,District2,306,Dr Pepper,AnW Cream Soda,Lamonade,CAR,250 ML,Pepsi Cola Lime,(306) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 250 ML - Dr Pepper,7,126,16.0,0.0,30,250,24.5,73530.5,3883.5,31500,4000,4000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,61.03014578,92.12972275999999,Grocery,Province1,ROU,District2,390,Dr Pepper,AnW Cream Soda,Lamonade,PET,500 ML,Pepsi Cola Lime,(390) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 500 ML - Dr Pepper,7,76,8.0,0.0,50,500,42.5,127530.5,1013.5,38000,4000,4000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,22.18784751,246.4300303,Grocery,Province1,ROU,District2,306,Dr Pepper,AnW Cream Soda,Lamonade,PET,1.5 LT,Pepsi Cola Lime,(306) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 1.5 LT - Dr Pepper,5,50,5.0,0.0,100,1500,43.5,48030.5,1663.5,75000,7500,7500,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,101.15196078,95.9292017,Grocery,Province1,ROU,District2,270,Dr Pepper,AnW Cream Soda,Lamonade,PET,2.25 LT,Pepsi Cola Lime,(270) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 2.25 LT - Dr Pepper,4,13,5.0,0.0,130,2250,71.5,561805.7102,3513.5,29250,11250,11250,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,18.19230769,41.850039339999995,Grocery,Province1,ROU,District2,141,Dr Pepper,Crush Strawberry Soda,Orange,PET,500 ML,Sprite,(141) | Crush Strawberry Soda | Sprite - Orange - 500 ML - Dr Pepper,7,76,8.0,0.0,50,500,73.5,258030.5,2013.5,38000,4000,4000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,79.59327604,75.06670978,Grocery,Province1,ROU,District2,227,Dr Pepper,Crush Strawberry Soda,Orange,PET,1.5 LT,Sprite,(227) | Crush Strawberry Soda | Sprite - Orange - 1.5 LT - Dr Pepper,5,50,5.0,0.0,100,1500,410.5,246030.5,1813.5,75000,7500,7500,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,18.19230769,48.012233339999995,Grocery,Province1,ROU,District2,300,Dr Pepper,Bluna Orange,Citrus,PET,500 ML,Seagram G Ale,(300) | Bluna Orange | Seagram G Ale - Citrus - 500 ML - Dr Pepper,7,25,8.0,0.0,50,500,118.5,26030.5,15613.5,12500,4000,4000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,63.94622426,95.9292017,Grocery,Province1,ROU,District2,279,Dr Pepper,Bluna Orange,Citrus,PET,1.5 LT,Seagram G Ale,(279) | Bluna Orange | Seagram G Ale - Citrus - 1.5 LT - Dr Pepper,4,76,5.0,0.0,100,1500,116.5,630.5,2913.5,114000,7500,7500,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,110.5416667,48.012233339999995,Grocery,Province1,ROU,District2,362,Dr Pepper,Chupa Chups Grape,Cola,CAR,250 ML,7Up Cherry,(362) | Chupa Chups Grape | 7Up Cherry - Cola - 250 ML - Dr Pepper,7,126,16.0,0.0,30,250,18.5,1265631.759,823.5,31500,4000,4000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,79.59327604,95.9292017,Grocery,Province1,ROU,District2,1037,Dr Pepper,Chupa Chups Grape,Cola,PET,500 ML,7Up Cherry,(1037) | Chupa Chups Grape | 7Up Cherry - Cola - 500 ML - Dr Pepper,7,25,9.0,0.0,50,500,34.5,49530.5,4113.5,12500,4500,4500,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,110.5416667,75.06670978,Grocery,Province1,ROU,District2,690,Dr Pepper,Chupa Chups Grape,Cola,PET,1.5 LT,7Up Cherry,(690) | Chupa Chups Grape | 7Up Cherry - Cola - 1.5 LT - Dr Pepper,5,76,5.0,0.0,100,1500,176.5,29280.5,4513.5,114000,7500,7500,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,151.0306324,35.37085638,Grocery,Province1,ROU,District2,197,Dr Pepper,Chupa Chups Grape,Cola,PET,2.25 LT,7Up Cherry,(197) | Chupa Chups Grape | 7Up Cherry - Cola - 2.25 LT - Dr Pepper,5,13,5.0,0.0,130,2250,24.5,168030.5,1333.5,29250,11250,11250,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,25.20012163,8.209606727,Grocery,Province1,ROU,District2,270,Dr Pepper,AnW Cream Soda,Lamonade,PET,1 LT,Pepsi Cola Lime,(270) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 1 LT - Dr Pepper,3,25,5.0,0.0,70,1000,56.5,16530.5,963.5,25000,5000,5000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,101.15196078,59.73397428,Grocery,Province1,ROU,District2,136,Dr Pepper,Bluna Orange,Citrus,PET,1 LT,Seagram G Ale,(136) | Bluna Orange | Seagram G Ale - Citrus - 1 LT - Dr Pepper,5,32,5.0,0.0,70,1000,24.5,34030.5,213.5,32000,5000,5000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,58.77272727,23.91858801,Grocery,Province1,ROU,District2,1614,Dr Pepper,Chupa Chups Grape,Cola,PET,1 LT,7Up Cherry,(1614) | Chupa Chups Grape | 7Up Cherry - Cola - 1 LT - Dr Pepper,4,32,5.0,0.0,70,1000,115.5,63030.5,2128.5,32000,5000,5000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,33.232142859999996,75.06670978,Grocery,Province1,ROU,District2,300,Dr Pepper,Crush Strawberry Soda,Orange,PET,1 LT,Sprite,(300) | Crush Strawberry Soda | Sprite - Orange - 1 LT - Dr Pepper,4,50,5.0,0.0,70,1000,52.5,35030.5,1613.5,50000,5000,5000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,58.65929204,48.012233339999995,Grocery,Province1,ROU,District2,19,Dr Pepper,Chupa Chups Grape,Cola,PET,345 ML,7Up Cherry,(19) | Chupa Chups Grape | 7Up Cherry - Cola - 345 ML - Dr Pepper,7,76,8.0,0.0,35,345,18.5,5895.5,3368.5,26220,2760,2760,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,79.59327604,24.65065357,Grocery,Province1,ROU,District2,311,Dr Pepper,AnW Cream Soda,Lamonade,PET,345 ML,Pepsi Cola Lime,(311) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 345 ML - Dr Pepper,7,101,9.0,0.0,35,345,94.5,236030.5,1063.5,34845,3105,3105,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,99,CityJ,StoreType4,58.83333333,145.598647,Grocery,Province1,ROU,District2,136,Dr Pepper,Crush Strawberry Soda,Orange,PET,345 ML,Sprite,(136) | Crush Strawberry Soda | Sprite - Orange - 345 ML - Dr Pepper,7,101,8.0,0.0,35,345,94.5,25530.5,563.5,34845,2760,2760,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,14.55,23.59511191,Grocery,Province1,ROU,District4,563,Dr Pepper,AnW Cream Soda,Lamonade,CAR,250 ML,Pepsi Cola Lime,(563) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 250 ML - Dr Pepper,5,27,13.0,0.0,25,250,89.5,1530.5,213.5,6750,3250,3250,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,63.94622426,95.9292017,Grocery,Province1,ROU,District4,67,Dr Pepper,AnW Cream Soda,Lamonade,PET,1.5 LT,Pepsi Cola Lime,(67) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 1.5 LT - Dr Pepper,1,27,1.0,0.0,100,1500,58.5,17030.5,273.5,40500,1500,1500,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,33.232142859999996,48.012233339999995,Grocery,Province1,ROU,District4,136, Africola,Afri Cola,Cola,CAR,250 ML,Pinecola,(136) | Afri Cola | Pinecola - Cola - 250 ML -  Africola,12,141,11.0,24.0,25,250,131.5,9030.5,3933.5,35250,8750,2750,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,79.59327604,59.0235571,Grocery,Province1,ROU,District4,1128, Africola,Afri Cola,Cola,PET,500 ML,Pinecola,(1128) | Afri Cola | Pinecola - Cola - 500 ML -  Africola,5,28,5.0,6.0,50,500,12.5,6780.5,3913.5,14000,5500,2500,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,81.4050207,41.850039339999995,Grocery,Province1,ROU,District4,361,Dr Pepper,Bluna Orange,Citrus,PET,1.5 LT,Seagram G Ale,(361) | Bluna Orange | Seagram G Ale - Citrus - 1.5 LT - Dr Pepper,3,14,3.0,6.0,100,1500,31.5,7981934.885,5133.5,21000,13500,4500,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,56.3220339,48.012233339999995,Grocery,Province1,ROU,District4,1128,Dr Pepper,Chupa Chups Grape,Cola,CAR,250 ML,7Up Cherry,(1128) | Chupa Chups Grape | 7Up Cherry - Cola - 250 ML - Dr Pepper,0,108,19.0,0.0,25,250,30.5,173508.4255,1813.5,27000,4750,4750,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,34.71075723,48.012233339999995,Grocery,Province1,ROU,District4,1128,Dr Pepper,Chupa Chups Grape,Cola,PET,1.5 LT,7Up Cherry,(1128) | Chupa Chups Grape | 7Up Cherry - Cola - 1.5 LT - Dr Pepper,1,20,3.0,0.0,100,1500,16.5,5895.5,3088.5,30000,4500,4500,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,103.15217391,48.012233339999995,Grocery,Province1,ROU,District4,1076, Africola,Big Peach Soda,Lamonade,PET,1.5 LT,Rubicon Sparkling Guava,(1076) | Big Peach Soda | Rubicon Sparkling Guava - Lamonade - 1.5 LT -  Africola,2,15,2.0,0.0,100,1500,92.5,225030.5,6613.5,22500,3000,3000,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,18.19230769,41.850039339999995,Grocery,Province1,ROU,District4,19,Dr Pepper,AnW Cream Soda,Lamonade,PET,1 LT,Pepsi Cola Lime,(19) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 1 LT - Dr Pepper,2,27,0.0,0.0,70,1000,26.5,1530.5,6813.5,27000,0,0,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,63.94622426,145.598647,Grocery,Province1,ROU,District4,1127,Dr Pepper,Chupa Chups Grape,Cola,PET,1 LT,7Up Cherry,(1127) | Chupa Chups Grape | 7Up Cherry - Cola - 1 LT - Dr Pepper,0,20,2.0,6.0,70,1000,57.5,30.5,10113.5,20000,8000,2000,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,63.94622426,48.012233339999995,Grocery,Province1,ROU,District4,361, Africola,Big Peach Soda,Lamonade,PET,1 LT,Rubicon Sparkling Guava,(361) | Big Peach Soda | Rubicon Sparkling Guava - Lamonade - 1 LT -  Africola,3,15,3.0,0.0,70,1000,51.5,444968.4426,7713.5,15000,3000,3000,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,22.18784751,95.9292017,Grocery,Province1,ROU,District4,361,Dr Pepper,Bluna Orange,Citrus,CAN,250 ML,Seagram G Ale,(361) | Bluna Orange | Seagram G Ale - Citrus - 250 ML - Dr Pepper,5,0,1.0,0.0,50,250,135.5,530.5,27513.5,0,250,250,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,56.9375,24.49028927,Grocery,Province1,ROU,District4,1127,Dr Pepper,Crush Strawberry Soda,Orange,CAN,250 ML,Sprite,(1127) | Crush Strawberry Soda | Sprite - Orange - 250 ML - Dr Pepper,5,14,5.0,0.0,50,250,31.5,37530.5,1263.5,3500,1250,1250,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,63.94622426,23.91858801,Grocery,Province1,ROU,District4,1622, Africola,Afri Cola,Cola,PET,1.5 LT,Pinecola,(1622) | Afri Cola | Pinecola - Cola - 1.5 LT -  Africola,8,15,2.0,0.0,100,1500,27.5,47030.5,7083.5,22500,3000,3000,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,102,CityK,StoreType4,11.807692308,95.99002379,Grocery,Province1,ROU,District4,1131, Africola,Afri Cola,Cola,PET,1 LT,Pinecola,(1131) | Afri Cola | Pinecola - Cola - 1 LT -  Africola,8,43,2.0,6.0,70,1000,31.5,11030.5,713.5,43000,8000,2000,Rest of urban Overall,National Urban,District5 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,48.42647059,63.066581629999995,Grocery,Province1,ROU,District2,67,Dr Pepper,AnW Cream Soda,Lamonade,PET,1.5 LT,Pepsi Cola Lime,(67) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 1.5 LT - Dr Pepper,5,26,4.0,0.0,100,1500,81.5,30.5,4513.5,39000,6000,6000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,101.15196078,84.165686,Grocery,Province1,ROU,District2,271,Gihauser,Barq Root Malt,Cola,PET,500 ML,Rivella Original,(271) | Barq Root Malt | Rivella Original - Cola - 500 ML - Gihauser,9,26,4.0,0.0,30,500,21.5,268238.3428,5813.5,13000,2000,2000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,103.15217391,12.97118158,Grocery,Province1,ROU,District2,198,Gihauser,Big Red Soda,Lamonade,PET,500 ML,Schweppes Lemon,(198) | Big Red Soda | Schweppes Lemon - Lamonade - 500 ML - Gihauser,4,26,4.0,0.0,35,500,132.5,800940.383,1113.5,13000,2000,2000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,138.7717391,69.04249025,Grocery,Province1,ROU,District2,176,Dr Pepper,Crush Strawberry Soda,Orange,PET,1.5 LT,Sprite,(176) | Crush Strawberry Soda | Sprite - Orange - 1.5 LT - Dr Pepper,3,20,4.0,0.0,100,1500,22.5,13030.5,65513.5,30000,6000,6000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,101.15196078,69.04249025,Grocery,Province1,ROU,District2,1037,Dr Pepper,Bluna Orange,Citrus,PET,1.5 LT,Seagram G Ale,(1037) | Bluna Orange | Seagram G Ale - Citrus - 1.5 LT - Dr Pepper,4,20,4.0,0.0,100,1500,83.5,33030.5,13.5,30000,6000,6000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,101.15196078,24.65065357,Grocery,Province1,ROU,District2,377,Dr Pepper,Chupa Chups Grape,Cola,PET,1.5 LT,7Up Cherry,(377) | Chupa Chups Grape | 7Up Cherry - Cola - 1.5 LT - Dr Pepper,3,13,4.0,0.0,100,1500,120.5,6530.5,1713.5,19500,6000,6000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,101.15196078,140.00364230000002,Grocery,Province1,ROU,District2,1129,Dr Pepper,AnW Cream Soda,Lamonade,PET,1 LT,Pepsi Cola Lime,(1129) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 1 LT - Dr Pepper,4,20,4.0,0.0,70,1000,70.5,9030.5,13013.5,20000,4000,4000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,56.9375,75.06670978,Grocery,Province1,ROU,District2,20,Dr Pepper,Bluna Orange,Citrus,PET,1 LT,Seagram G Ale,(20) | Bluna Orange | Seagram G Ale - Citrus - 1 LT - Dr Pepper,4,13,5.0,0.0,70,1000,19.5,31530.5,1093.5,13000,5000,5000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,58.77272727,35.37085638,Grocery,Province1,ROU,District2,432,Dr Pepper,Chupa Chups Grape,Cola,PET,1 LT,7Up Cherry,(432) | Chupa Chups Grape | 7Up Cherry - Cola - 1 LT - Dr Pepper,3,13,4.0,0.0,70,1000,23.5,131455.3234,1813.5,13000,4000,4000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,110,CityJ,StoreType4,26.85416667,59.73397428,Grocery,Province1,ROU,District2,197,Dr Pepper,Crush Strawberry Soda,Orange,PET,1 LT,Sprite,(197) | Crush Strawberry Soda | Sprite - Orange - 1 LT - Dr Pepper,2,13,4.0,0.0,70,1000,58.5,77030.5,13813.5,13000,4000,4000,Rest of urban Overall,National Urban,District2 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,63.94622426,41.850039339999995,Grocery,Province1,ROU,District3,310,Dr Pepper,AnW Cream Soda,Lamonade,PET,500 ML,Pepsi Cola Lime,(310) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 500 ML - Dr Pepper,0,27,5.0,0.0,50,500,7.5,118280.5,1813.5,13500,2500,2500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,101.15196078,92.12972275999999,Grocery,Province1,ROU,District3,673,Dr Pepper,AnW Cream Soda,Lamonade,PET,1.5 LT,Pepsi Cola Lime,(673) | AnW Cream Soda | Pepsi Cola Lime - Lamonade - 1.5 LT - Dr Pepper,8,54,3.0,6.0,100,1500,8.5,72030.5,26513.5,81000,13500,4500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,79.59327604,84.165686,Grocery,Province1,ROU,District3,299,Munaken,Diet Coke,Apple,PET,500 ML,Tango Apple,(299) | Diet Coke | Tango Apple - Apple - 500 ML - Munaken,0,14,5.0,0.0,45,500,18.5,21030.5,1053.5,7000,2500,2500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,33.232142859999996,12.97118158,Grocery,Province1,ROU,District3,310,Munaken,Diet Coke,Apple,PET,1.5 LT,Tango Apple,(310) | Diet Coke | Tango Apple - Apple - 1.5 LT - Munaken,0,14,5.0,0.0,100,1500,24.5,30.5,5313.5,21000,7500,7500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,11.807692308,246.4300303,Grocery,Province1,ROU,District3,1089, Africola,Afri Cola,Cola,PET,500 ML,Pinecola,(1089) | Afri Cola | Pinecola - Cola - 500 ML -  Africola,7,0,0.0,0.0,50,500,30.5,2780.5,15693.5,0,0,0,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,33.232142859999996,74.60011277,Grocery,Province1,ROU,District3,390, Africola,Afri Cola,Cola,PET,1.5 LT,Pinecola,(390) | Afri Cola | Pinecola - Cola - 1.5 LT -  Africola,7,0,0.0,0.0,100,1500,27.5,9030.5,72013.5,0,0,0,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,138.7717391,41.850039339999995,Grocery,Province1,ROU,District3,700, Africola,Almdudler,Orange,PET,500 ML,Pepsi Vanilla,(700) | Almdudler | Pepsi Vanilla - Orange - 500 ML -  Africola,0,31,6.0,0.0,50,500,51.5,34530.5,1333.5,15500,3000,3000,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,11.807692308,75.06670978,Grocery,Province1,ROU,District3,311, Africola,Almdudler,Orange,PET,1.5 LT,Pepsi Vanilla,(311) | Almdudler | Pepsi Vanilla - Orange - 1.5 LT -  Africola,0,31,3.0,6.0,100,1500,23.5,1595903.355,52013.5,46500,13500,4500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,11.807692308,41.850039339999995,Grocery,Province1,ROU,District3,1075,Dr Pepper,Crush Strawberry Soda,Orange,PET,500 ML,Sprite,(1075) | Crush Strawberry Soda | Sprite - Orange - 500 ML - Dr Pepper,0,27,5.0,0.0,50,500,14.5,130530.5,273.5,13500,2500,2500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,101.15196078,69.17223679,Grocery,Province1,ROU,District3,66,Dr Pepper,Crush Strawberry Soda,Orange,PET,1.5 LT,Sprite,(66) | Crush Strawberry Soda | Sprite - Orange - 1.5 LT - Dr Pepper,5,27,3.0,0.0,100,1500,26.5,1030.5,2323.5,40500,4500,4500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,101.15196078,59.0235571,Grocery,Province1,ROU,District3,19,Dr Pepper,Bluna Orange,Citrus,PET,500 ML,Seagram G Ale,(19) | Bluna Orange | Seagram G Ale - Citrus - 500 ML - Dr Pepper,6,27,6.0,0.0,50,500,144.5,11530.5,8053.5,13500,3000,3000,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,48.42647059,22.47812064,Grocery,Province1,ROU,District3,276,Dr Pepper,Chupa Chups Grape,Cola,PET,500 ML,7Up Cherry,(276) | Chupa Chups Grape | 7Up Cherry - Cola - 500 ML - Dr Pepper,0,27,5.0,0.0,50,500,229.5,224359.6069,673.5,13500,2500,2500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,63.94622426,24.65065357,Grocery,Province1,ROU,District3,197,Dr Pepper,Chupa Chups Grape,Cola,PET,1.5 LT,7Up Cherry,(197) | Chupa Chups Grape | 7Up Cherry - Cola - 1.5 LT - Dr Pepper,6,27,3.0,6.0,100,1500,139.5,108030.5,4433.5,40500,13500,4500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,33.232142859999996,19.03429111,Grocery,Province1,ROU,District3,480, Africola,Big Peach Soda,Lamonade,PET,500 ML,Rubicon Sparkling Guava,(480) | Big Peach Soda | Rubicon Sparkling Guava - Lamonade - 500 ML -  Africola,10,61,5.0,12.0,50,500,28.5,29030.5,1213.5,30500,8500,2500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,63.94622426,92.12972275999999,Grocery,Province1,ROU,District3,21, Africola,Big Peach Soda,Lamonade,PET,1.5 LT,Rubicon Sparkling Guava,(21) | Big Peach Soda | Rubicon Sparkling Guava - Lamonade - 1.5 LT -  Africola,6,31,2.0,12.0,100,1500,62.5,29030.5,13013.5,46500,21000,3000,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
3,C,112,CityI,kioskType2,101.15196078,184.00088340000002,Grocery,Province1,ROU,District3,306, Africola,Afri Cola,Cola,PET,1.5 LT,Pinecola,(306) | Afri Cola | Pinecola - Cola - 1.5 LT -  Africola,6,61,3.0,6.0,100,1500,16.5,21780.5,3133.5,91500,13500,4500,Rest of urban Overall,National Urban,District3 Franchise,Grocery (Urban)
