,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  Crush Strawberry Soda (Br),8.56946,8.24222,8.28264,7.20138,8.79203,6.67189,7.26764,6.54654,8.38594,7.88323,8.39351,7.11195,9.21146,15.91049,10.57738,10.18161,8.80424,8.45904,8.63507,7.4352,3.61991,0.66975,0.48042,0.46301,52.08214,47.27227,36.347,41.40519,8.79396,11.10632,8.95575,7.07613,9.55866,6.19476,9.53276,7.46493,7.64166,7.21548,7.21233,7.59396,7.97524,8.66285,5.32127,8.37901,5.80803,6.51644,5.22066,5.83474
   Orange (Fl),8.56946,8.24222,8.28264,7.20138,8.79203,6.67189,7.26764,6.54654,8.38594,7.88323,8.39351,7.11195,9.21146,15.91049,10.57738,10.18161,8.80424,8.45904,8.63507,7.4352,3.61991,0.66975,0.48042,0.46301,52.08214,47.27227,36.347,41.40519,8.79396,11.10632,8.95575,7.07613,9.55866,6.19476,9.53276,7.46493,7.64166,7.21548,7.21233,7.59396,7.97524,8.66285,5.32127,8.37901,5.80803,6.51644,5.22066,5.83474
    1 Lt (Si),2.26973,1.84019,2.81372,1.78917,3.8414,1.67124,3.29496,1.95958,1.33135,1.25354,2.43585,1.50031,4.35233,6.75326,4.05186,3.58775,2.45051,1.95775,3.01743,1.92435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73367,0.95198,0.46607,0.50612,4.39368,2.81514,5.51491,2.83915,0.0,0.0,0.0,0.0,3.04507,7.4241,3.11618,4.8847,3.87907,0.79599,4.4561,4.29592
    1.5 Lt (Si),6.43317,5.50326,4.99849,5.51639,5.74265,4.748,4.70502,5.21377,7.09298,5.28856,5.2359,5.58874,3.82146,9.50506,4.19365,5.9561,6.49779,5.5451,5.11316,5.6229,3.61991,0.66975,0.48042,0.46301,52.08214,47.27227,36.347,41.40519,6.13496,6.35655,4.55327,4.48196,8.31151,4.45512,6.94112,6.53769,6.58534,6.1741,3.3575,7.59396,0.69286,5.43382,2.3034,1.02351,4.03138,5.52556,3.65035,5.15454
    2.25 Lt (Si),1.32406,1.85256,0.92836,0.92872,1.73908,0.58923,0.59341,0.71518,0.92452,2.20518,0.88647,0.82311,2.91411,3.23694,2.24677,2.531,1.42952,1.97091,0.99557,0.99889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69681,4.38257,2.10272,1.88454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26392,5.43382,3.11618,4.8847,0.0,0.0,0.0,0.0
    250 Ml (Si),2.28029,1.95993,2.13069,2.11647,2.60698,1.52616,1.45749,1.50977,1.49037,1.11569,1.48417,1.6118,6.79063,9.63608,8.80138,8.35617,2.46191,2.08514,2.28494,2.27638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.60496,2.68443,3.32037,2.982,1.8999,0.9429,0.87653,1.49644,2.60006,2.30771,3.26408,1.9589,5.61754,4.12779,2.85803,4.85599,0.0,1.56831,0.76457,0.0
    345 Ml (Si),0.44356,0.67627,1.44907,0.59843,0.31658,0.20445,0.59341,0.73902,0.55954,0.96793,2.01573,0.61261,0.0,0.0,0.0,0.0,0.47889,0.71947,1.55398,0.64365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08869,0.44789,1.39899,0.38167,1.23316,1.39342,2.74107,1.34536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),0.83967,1.97547,2.04107,1.41893,1.66133,1.47589,3.42108,1.76799,0.44666,1.58013,1.55082,1.04658,1.25964,6.51213,1.3488,3.29417,0.90654,2.10167,2.18884,1.52614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16378,2.4057,1.53246,1.51151,0.58008,1.70708,2.87062,0.96989,1.47107,3.9006,4.06671,3.79342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Dr Pepper Cherry (Br),1.33466,1.39125,1.99807,1.67566,3.11098,3.59848,3.40093,2.53403,0.72274,0.507,1.42827,1.15455,0.61331,0.97312,1.80509,3.03338,1.44096,1.48013,2.14273,1.80226,,,,,,,,,0.96359,0.66582,1.16652,1.71253,1.962,2.65263,3.10157,1.69976,2.33833,1.38969,2.77439,3.30485,,,,,,,1.40853,
   Lamonade (Fl),1.33466,1.39125,1.99807,1.67566,3.11098,3.59848,3.40093,2.53403,0.72274,0.507,1.42827,1.15455,0.61331,0.97312,1.80509,3.03338,1.44096,1.48013,2.14273,1.80226,,,,,,,,,0.96359,0.66582,1.16652,1.71253,1.962,2.65263,3.10157,1.69976,2.33833,1.38969,2.77439,3.30485,,,,,,,1.40853,
    1 Lt (Si),0.14559,0.11269,0.08381,0.08711,0.5588,0.41266,0.30839,0.32229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15718,0.11989,0.08988,0.09369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43891,0.30467,0.23808,0.25996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    1.5 Lt (Si),0.0,0.0,0.16128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40853,0.0
    250 Ml (Si),0.34331,0.25458,0.54199,0.55398,0.9636,0.30622,0.73861,0.9392,0.0535,0.13626,0.2817,0.09337,0.61331,0.97312,1.80509,3.03338,0.37066,0.27084,0.58123,0.59584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75686,0.22608,0.57022,0.75756,0.69866,1.38969,2.77439,2.23578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    300 Ml (Si),0.25105,0.0,0.0,0.20428,0.0,0.0,0.0,0.0,0.38904,0.0,0.0,0.31389,0.0,0.0,0.0,0.0,0.27105,0.0,0.0,0.21972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90109,0.0,0.0,1.5217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    345 Ml (Si),0.12754,0.14455,0.60282,0.23625,0.15887,0.30622,1.26078,0.1351,0.1335,0.09505,0.40722,0.3069,0.0,0.0,0.0,0.0,0.1377,0.15378,0.64646,0.2541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22133,0.1696,0.75182,0.51635,0.12479,0.22608,0.97335,0.10897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),0.84737,1.15937,1.07151,0.82027,2.75654,3.59848,2.79798,1.74969,0.2002,0.27569,0.48691,0.53376,0.0,0.0,0.0,0.0,0.91487,1.23343,1.14909,0.88224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74226,0.49622,0.4147,1.19618,1.68361,2.65263,2.63608,1.0671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Dr Pepper Original (Br),0.19754,0.27815,0.16128,0.08339,,,,,0.30612,0.43393,0.25244,0.12814,,,,,0.21328,0.29592,0.17295,0.0897,,,,,,,,,0.50752,0.77426,0.46607,0.21559,,,,,,,,,,,,,,,,
   Lamonade (Fl),0.19754,0.27815,0.16128,0.08339,,,,,0.30612,0.43393,0.25244,0.12814,,,,,0.21328,0.29592,0.17295,0.0897,,,,,,,,,0.50752,0.77426,0.46607,0.21559,,,,,,,,,,,,,,,,
    500 Ml (Si),0.19754,0.27815,0.16128,0.08339,0.0,0.0,0.0,0.0,0.30612,0.43393,0.25244,0.12814,0.0,0.0,0.0,0.0,0.21328,0.29592,0.17295,0.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50752,0.77426,0.46607,0.21559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Gihauser (Ve),6.46118,6.96998,7.40695,6.55529,7.33656,6.92499,6.87207,4.77918,6.4296,7.01109,7.87171,7.53428,4.25524,6.80631,5.71067,4.56444,6.9758,7.41525,7.94319,7.05058,,,,,,,,,9.66307,11.3126,11.7864,9.01975,4.7673,4.18956,5.3588,5.70563,1.90109,,,1.19534,2.86969,7.4241,3.96024,4.8847,7.56725,10.09862,10.36463,7.71339
  Barq Root Malt (Br),4.74772,5.7138,5.30621,5.06511,4.40772,5.88213,4.18359,3.73553,5.13106,5.49563,6.06266,5.67797,3.06105,6.80631,3.31205,4.56444,5.12586,6.07882,5.69036,5.44781,,,,,,,,,7.16943,8.47145,8.84811,6.98484,3.71546,3.78895,3.57373,4.07488,1.52996,,,1.19534,1.6529,7.4241,1.4775,4.8847,4.60027,9.19529,7.78281,6.19244
   Cola (Fl),4.74772,5.7138,5.30621,5.06511,4.40772,5.88213,4.18359,3.73553,5.13106,5.49563,6.06266,5.67797,3.06105,6.80631,3.31205,4.56444,5.12586,6.07882,5.69036,5.44781,,,,,,,,,7.16943,8.47145,8.84811,6.98484,3.71546,3.78895,3.57373,4.07488,1.52996,,,1.19534,1.6529,7.4241,1.4775,4.8847,4.60027,9.19529,7.78281,6.19244
    1 Lt (Si),3.30108,4.23225,3.40343,3.70574,4.40772,5.42253,3.37399,3.29664,3.2024,3.69967,3.68551,4.01808,0.91505,4.42257,1.476,2.531,3.564,4.50263,3.64983,3.98574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16943,7.61633,8.03444,6.90219,0.54752,1.76367,0.59099,1.77418,0.0,0.0,0.0,0.0,1.6529,7.4241,1.4775,4.8847,2.55789,4.79676,2.79451,2.3463
    1.5 Lt (Si),0.52477,1.05209,1.22811,0.9831,0.15887,0.73341,0.28535,0.59374,0.53008,1.00934,1.48671,1.01743,1.50099,2.38375,2.24677,2.03344,0.56657,1.1193,1.31702,1.05738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45501,0.65288,1.31735,0.09439,0.24866,0.54149,0.16667,1.03931,1.0701,0.0,0.0,1.19534,0.0,0.0,0.0,0.0,1.30554,6.3842,6.23208,4.2526
    2.25 Lt (Si),1.36533,2.13714,1.75635,1.63472,0.24006,1.39167,0.93867,0.59374,2.01884,2.74122,2.34982,2.26525,0.0,0.0,0.0,0.0,1.47408,2.27367,1.88351,1.75824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31824,1.15638,1.04789,0.76117,2.9586,2.3856,2.57954,3.15839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7412,8.68139,4.24131,2.73873
    300 Ml (Si),0.24343,0.25452,0.04206,0.34738,0.0,0.0,0.0,0.0,0.06414,0.39707,0.06584,0.3069,2.14601,0.0,0.0,1.87085,0.26282,0.27078,0.04511,0.37362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52996,0.0,0.0,1.09977,0.0,0.0,0.0,0.0,0.43625,2.63241,0.36735,1.93984
    500 Ml (Si),0.30879,0.31035,0.38507,0.28422,0.0,0.0,0.0,0.0,0.47851,0.48417,0.60274,0.43672,0.0,0.0,0.0,0.0,0.33339,0.33018,0.41295,0.3057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93094,0.83911,1.09383,0.84824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Big Red Soda (Br),4.60146,4.20657,4.89715,4.66652,4.48162,3.79892,4.17881,3.65741,4.70036,4.84068,5.08896,5.3077,4.25524,0.77182,5.71067,2.83478,4.96796,4.47531,5.25169,5.01911,,,,,,,,,6.21223,7.78147,7.81236,6.83162,4.35313,2.96738,4.13176,4.36603,1.90109,,,1.19534,2.86969,0.58042,3.96024,1.54655,3.57139,2.93621,4.22796,3.27519
   Lamonade (Fl),4.60146,4.20657,4.89715,4.66652,4.48162,3.79892,4.17881,3.65741,4.70036,4.84068,5.08896,5.3077,4.25524,0.77182,5.71067,2.83478,4.96796,4.47531,5.25169,5.01911,,,,,,,,,6.21223,7.78147,7.81236,6.83162,4.35313,2.96738,4.13176,4.36603,1.90109,,,1.19534,2.86969,0.58042,3.96024,1.54655,3.57139,2.93621,4.22796,3.27519
    1 Lt (Si),3.03556,2.94304,3.46743,3.27936,4.03997,3.19958,3.90842,3.65741,2.84114,3.12481,2.96611,3.42285,1.58866,0.77182,5.71067,0.80134,3.27734,3.13105,3.71847,3.52714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11246,6.85105,7.10139,6.83162,0.85776,0.89736,0.97813,0.84499,0.0,0.0,0.0,0.0,2.86969,0.58042,3.96024,1.54655,2.34257,1.2435,3.58618,2.81988
    1.5 Lt (Si),0.93757,0.42884,0.81343,0.50658,0.75823,0.73341,1.02581,0.75585,0.75773,0.35658,0.83684,0.40839,2.66658,0.0,0.0,0.46268,1.01225,0.45624,0.87232,0.54486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22133,0.21538,0.52009,0.09023,0.7884,0.22608,0.57022,0.44017,1.90109,0.0,0.0,0.27198,0.0,0.0,0.0,0.0,3.57139,2.77022,3.77917,2.79392
    2.25 Lt (Si),1.47331,1.34173,1.76161,0.98439,0.1733,0.16763,0.2492,0.30856,2.21311,2.02178,2.65136,1.38441,0.0,0.0,0.0,0.0,1.59065,1.42744,1.88915,1.05876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01503,1.61534,1.27175,0.17099,3.11444,1.93492,3.56154,2.49155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47588,0.47344,0.59151,0.80993
    300 Ml (Si),0.14957,0.0,0.0,0.16047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58866,0.0,0.0,2.03344,0.16148,0.0,0.0,0.1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13261,0.0,0.0,1.19534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),0.3958,0.38175,0.2428,0.4624,0.0,0.0,0.0,0.0,0.61335,0.59555,0.38005,0.7105,0.0,0.0,0.0,0.0,0.42733,0.40613,0.26038,0.49734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19325,1.03214,0.6897,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Chupa Chups Orange (Br),0.76913,1.11386,1.58825,0.90805,,,1.28778,,1.19187,1.41815,1.68575,1.39526,,2.38375,1.80509,,0.83039,1.18502,1.70323,0.97666,,,,,,,,,1.10968,1.26441,2.46065,1.71703,0.75686,0.54149,0.42025,0.24889,,,,,,4.00157,2.50358,,0.90797,2.63241,3.73401,1.55849
   Pomegranate (Fl),0.76913,1.11386,1.58825,0.90805,,,1.28778,,1.19187,1.41815,1.68575,1.39526,,2.38375,1.80509,,0.83039,1.18502,1.70323,0.97666,,,,,,,,,1.10968,1.26441,2.46065,1.71703,0.75686,0.54149,0.42025,0.24889,,,,,,4.00157,2.50358,,0.90797,2.63241,3.73401,1.55849
    1 Lt (Si),0.68298,0.74269,1.39783,0.74758,0.0,0.0,1.28778,0.0,1.05837,0.83909,1.38769,1.14869,0.0,2.38375,1.80509,0.0,0.73738,0.79013,1.49903,0.80407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10968,1.26441,2.46065,1.71703,0.75686,0.22608,0.09965,0.24889,0.0,0.0,0.0,0.0,0.0,4.00157,2.50358,0.0,0.0,0.0,3.05669,0.0
    1.5 Lt (Si),0.13979,0.20027,0.14794,0.06076,0.0,0.0,0.0,0.0,0.21662,0.31244,0.23157,0.09337,0.0,0.0,0.0,0.0,0.15092,0.21307,0.15865,0.06535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42142,0.54149,0.42025,0.18134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    300 Ml (Si),0.08615,0.25452,0.07755,0.16047,0.0,0.0,0.0,0.0,0.1335,0.39707,0.12139,0.24657,0.0,0.0,0.0,0.0,0.09301,0.27078,0.08317,0.1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90797,2.63241,0.67732,1.55849
  Crush Orange Soda (Br),2.39419,2.35659,2.5975,2.07229,4.147,3.03287,3.92139,2.3684,2.03582,2.27898,2.14512,2.20061,,0.78636,1.80509,,2.58488,2.50714,2.78555,2.22887,,,,,,,,,5.18358,5.8855,5.32811,4.5375,0.42142,0.23614,0.79194,0.75756,,,,,,1.32005,2.50358,,2.49527,0.90332,2.73962,0.61417
   Orange (Fl),2.39419,2.35659,2.5975,2.07229,4.147,3.03287,3.92139,2.3684,2.03582,2.27898,2.14512,2.20061,,0.78636,1.80509,,2.58488,2.50714,2.78555,2.22887,,,,,,,,,5.18358,5.8855,5.32811,4.5375,0.42142,0.23614,0.79194,0.75756,,,,,,1.32005,2.50358,,2.49527,0.90332,2.73962,0.61417
    1 Lt (Si),2.2544,2.26925,2.18569,1.7068,4.147,3.03287,3.92139,2.3684,1.8192,2.14272,1.50053,1.63902,0.0,0.78636,1.80509,0.0,2.43396,2.41422,2.34393,1.83576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18358,5.8855,4.94373,4.24885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32005,2.50358,0.0,2.49527,0.90332,2.73962,0.61417
    1.5 Lt (Si),0.08615,0.1609,0.20074,0.25886,0.0,0.0,0.0,0.0,0.1335,0.25102,0.31421,0.39774,0.0,0.0,0.0,0.0,0.09301,0.17118,0.21527,0.27842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22133,0.44789,0.58011,0.66918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    2.25 Lt (Si),0.28936,0.12234,0.47954,0.40148,0.0,0.0,0.0,0.0,0.44839,0.19086,0.7506,0.61689,0.0,0.0,0.0,0.0,0.3124,0.13015,0.51425,0.43181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38426,0.09742,0.58011,0.38167,0.42142,0.23614,0.79194,0.75756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Hiego (Ve),0.15224,0.25452,0.08381,0.20428,,,,,0.23592,0.39707,0.13119,0.31389,,,,,0.16437,0.27078,0.08988,0.21972,,,,,,,,,,,,,0.45898,0.68816,0.23808,0.60967,,,,,,,,,,,,
  Orangina (Br),0.15224,0.25452,0.08381,0.20428,,,,,0.23592,0.39707,0.13119,0.31389,,,,,0.16437,0.27078,0.08988,0.21972,,,,,,,,,,,,,0.45898,0.68816,0.23808,0.60967,,,,,,,,,,,,
   Apple (Fl),0.15224,0.25452,0.08381,0.08711,,,,,0.23592,0.39707,0.13119,0.13384,,,,,0.16437,0.27078,0.08988,0.09369,,,,,,,,,,,,,0.45898,0.68816,0.23808,0.25996,,,,,,,,,,,,
    1.5 Lt (Si),0.15224,0.25452,0.08381,0.08711,0.0,0.0,0.0,0.0,0.23592,0.39707,0.13119,0.13384,0.0,0.0,0.0,0.0,0.16437,0.27078,0.08988,0.09369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45898,0.68816,0.23808,0.25996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Lychee (Fl),0.03611,0.08362,0.08381,0.20428,,,,,0.05596,0.13045,0.13119,0.31389,,,,,0.03899,0.08896,0.08988,0.21972,,,,,,,,,,,,,0.10887,0.22608,0.23808,0.60967,,,,,,,,,,,,
    1.5 Lt (Si),0.03611,0.08362,0.08381,0.20428,0.0,0.0,0.0,0.0,0.05596,0.13045,0.13119,0.31389,0.0,0.0,0.0,0.0,0.03899,0.08896,0.08988,0.21972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10887,0.22608,0.23808,0.60967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Mechou (Ve),0.93215,0.88385,0.83338,0.60002,0.42662,0.73341,0.73861,0.52866,0.84709,0.63249,0.44242,0.57427,2.91411,3.23694,3.91728,1.05675,1.00639,0.94031,0.89372,0.64536,,,,,,,,,0.7594,0.89579,0.12155,0.7506,0.75686,0.22608,0.6834,0.24889,,,,,7.39649,9.34633,8.54929,5.53378,,,,
  Fanta Apple (Br),0.92237,0.87098,0.76218,0.52091,0.42662,0.73341,0.73861,0.52866,0.83193,0.61242,0.44242,0.49115,2.91411,3.23694,3.12039,0.7398,0.99583,0.92663,0.81737,0.56027,,,,,,,,,0.73427,0.85997,0.12155,0.61074,0.75686,0.22608,0.6834,0.24889,,,,,7.39649,9.34633,7.44404,4.92207,,,,
   Cola (Fl),0.92237,0.87098,0.76218,0.52091,0.42662,0.73341,0.73861,0.52866,0.83193,0.61242,0.44242,0.49115,2.91411,3.23694,3.12039,0.7398,0.99583,0.92663,0.81737,0.56027,,,,,,,,,0.73427,0.85997,0.12155,0.61074,0.75686,0.22608,0.6834,0.24889,,,,,7.39649,9.34633,7.44404,4.92207,,,,
    1 Lt (Si),0.67131,0.70949,0.2795,0.43751,0.42662,0.73341,0.73861,0.52866,0.4429,0.48197,0.06584,0.36301,2.91411,2.3307,0.41072,0.7398,0.72478,0.75482,0.29973,0.47057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73427,0.85997,0.12155,0.61074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39649,7.82502,3.68584,4.92207,0.0,0.0,0.0,0.0
    345 Ml (Si),0.25105,0.27815,0.2788,0.04185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66658,3.23694,3.12039,0.53033,0.27105,0.29592,0.29898,0.04501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81678,5.43382,4.32786,1.02351,0.0,0.0,0.0,0.0
    500 Ml (Si),0.25105,0.08362,0.24059,0.08339,0.0,0.0,0.0,0.0,0.38904,0.13045,0.37658,0.12814,0.0,0.0,0.0,0.0,0.27105,0.08896,0.258,0.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75686,0.22608,0.6834,0.24889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Gazoz Soda (Br),0.32668,0.41542,0.34999,0.33723,,,,,0.23178,0.25102,,0.39003,1.88116,2.96199,3.91728,1.05675,0.35269,0.44196,0.37533,0.36271,,,,,,,,,0.38426,0.44789,,0.65621,,,,,,,,,3.39804,4.97225,5.4331,2.03948,,,,
   Lamonade (Fl),0.32668,0.41542,0.34999,0.33723,,,,,0.23178,0.25102,,0.39003,1.88116,2.96199,3.91728,1.05675,0.35269,0.44196,0.37533,0.36271,,,,,,,,,0.38426,0.44789,,0.65621,,,,,,,,,3.39804,4.97225,5.4331,2.03948,,,,
    1 Lt (Si),0.32668,0.36118,0.34999,0.33723,0.0,0.0,0.0,0.0,0.23178,0.25102,0.0,0.39003,1.88116,2.3307,3.91728,1.05675,0.35269,0.38425,0.37533,0.36271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38426,0.44789,0.0,0.65621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39804,3.91251,5.4331,2.03948,0.0,0.0,0.0,0.0
    345 Ml (Si),0.14602,0.25452,0.14205,0.08339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55097,2.96199,1.58987,1.05675,0.15765,0.27078,0.15233,0.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8016,4.97225,2.20508,2.03948,0.0,0.0,0.0,0.0
  Mirinda Orange (Br),,,0.25511,,,,,,,,,,,,2.85534,,,,0.27358,,,,,,,,,,,,,,,,,,,,,,,,3.96024,,,,,
   Orange (Fl),,,0.25511,,,,,,,,,,,,2.85534,,,,0.27358,,,,,,,,,,,,,,,,,,,,,,,,3.96024,,,,,
    1 Lt (Si),0.0,0.0,0.25511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85534,0.0,0.0,0.0,0.27358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96024,0.0,0.0,0.0,0.0,0.0
 Munaken (Ve),2.44117,2.64083,2.4,2.28815,3.57211,4.11207,4.12418,3.47045,2.02764,2.05564,1.6808,1.76772,2.14601,2.3307,2.29792,2.531,2.46426,2.53876,2.35359,2.24132,2.24406,4.65612,3.31214,3.1921,,,,,1.87191,1.99641,0.88106,1.75559,2.57062,2.2347,2.81092,2.23839,5.29779,6.93047,6.21393,5.5617,,,,,1.68907,2.529,2.98032,1.09147
  Diet Coke (Br),2.11601,2.30245,1.89598,1.85851,3.57211,3.39754,2.68524,2.65013,1.52376,1.83213,1.50401,1.44822,2.14601,2.3307,2.29792,2.531,2.11319,2.17875,1.81307,1.77921,2.24406,4.65612,3.31214,3.1921,,,,,1.87191,1.77964,0.71906,1.41975,1.81376,1.53034,1.64616,1.50502,5.29779,6.93047,6.21393,5.5617,,,,,0.90797,2.529,2.64912,0.567
   Apple (Fl),2.11601,2.30245,1.89598,1.85851,3.57211,3.39754,2.68524,2.65013,1.52376,1.83213,1.50401,1.44822,2.14601,2.3307,2.29792,2.531,2.11319,2.17875,1.81307,1.77921,2.24406,4.65612,3.31214,3.1921,,,,,1.87191,1.77964,0.71906,1.41975,1.81376,1.53034,1.64616,1.50502,5.29779,6.93047,6.21393,5.5617,,,,,0.90797,2.529,2.64912,0.567
    1 Lt (Si),0.14602,0.14327,0.0367,0.16204,0.56046,0.52465,0.13502,0.59955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15765,0.15242,0.03935,0.17428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44021,0.38736,0.10424,0.4836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
