,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
    300 Ml (Si),0.02548,0.19078,0.0,0.04542,0.0,0.0,0.0,0.0,0.02548,0.19078,0.0,0.04542,0.0,0.0,0.0,0.0,0.02548,0.19078,0.0,0.04542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02548,0.19078,0.0,0.04542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    345 Ml (Si),2.27742,1.03014,0.48346,0.76219,0.05107,0.39264,0.05517,0.1606,2.22635,0.6375,0.42829,0.60159,0.0,0.0,0.0,0.0,2.27742,1.03014,0.48346,0.76219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85045,0.29179,0.18441,0.24167,0.33932,0.73835,0.29905,0.39167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08765,0.0,0.0,0.12885
    500 Ml (Si),1.98021,2.21837,1.61803,2.40863,0.20509,0.38041,0.54995,0.29859,1.66221,1.1121,1.02368,2.00488,0.11291,0.72586,0.0444,0.10516,1.31339,2.08037,1.14735,2.29462,0.66682,0.138,0.47068,0.11401,0.0,0.0,0.0,0.0,0.57576,0.85706,0.19565,0.61541,0.3333,0.66999,0.58288,1.21146,1.07115,0.58598,0.79118,0.58176,0.0,0.0,0.0,0.0,0.0,0.10534,0.04832,0.0
  Crush Strawberry Soda (Br),38.64046,19.61901,22.49576,30.2189,5.10359,3.46091,5.65535,5.56482,29.73977,13.03695,14.59919,23.54239,3.7971,3.12115,2.24122,1.11169,38.45948,19.50935,21.61205,29.66144,0.13618,0.0456,0.4009,0.25738,0.0448,0.06406,0.48281,0.30008,17.7794,5.83851,7.80906,19.10179,16.94375,8.14372,8.92026,8.02707,1.36694,1.593,1.96521,1.23376,1.88367,2.71719,0.82055,0.5662,0.6667,1.32659,2.98068,1.29008
   Orange (Fl),38.64046,19.61901,22.49576,30.2189,5.10359,3.46091,5.65535,5.56482,29.73977,13.03695,14.59919,23.54239,3.7971,3.12115,2.24122,1.11169,38.45948,19.50935,21.61205,29.66144,0.13618,0.0456,0.4009,0.25738,0.0448,0.06406,0.48281,0.30008,17.7794,5.83851,7.80906,19.10179,16.94375,8.14372,8.92026,8.02707,1.36694,1.593,1.96521,1.23376,1.88367,2.71719,0.82055,0.5662,0.6667,1.32659,2.98068,1.29008
    1 Lt (Si),2.85438,3.5809,4.10714,4.19688,0.60637,0.66871,1.84794,1.11875,1.97673,2.57002,1.6822,2.74926,0.27128,0.34217,0.577,0.32887,2.85438,3.5809,4.10714,4.19688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69012,0.13993,0.04248,0.39868,1.82413,2.87937,3.37145,3.41004,0.0,0.0,0.0,0.0,0.01467,0.24452,0.53452,0.03143,0.32546,0.31708,0.15869,0.35673
    1.5 Lt (Si),18.01948,8.44221,12.7055,10.00493,1.73723,1.96004,1.81801,2.54923,13.62383,6.37889,9.8564,7.15485,2.65842,0.10328,1.03109,0.30085,17.8385,8.33255,11.82179,9.44747,0.13618,0.0456,0.4009,0.25738,0.0448,0.06406,0.48281,0.30008,4.64587,3.43075,4.80678,4.48466,10.74491,3.38491,3.82038,3.43932,0.77193,0.78449,1.27124,1.01987,1.51553,0.01362,0.08143,0.12773,0.34124,0.82844,2.72567,0.93335
    2.25 Lt (Si),4.97172,3.88598,2.46899,12.51123,1.40105,0.04057,0.55495,0.53833,3.3507,1.51825,1.86523,11.86042,0.21997,2.32716,0.04881,0.11248,4.97172,3.88598,2.46899,12.51123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75175,1.55882,2.42018,12.39875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21997,2.32716,0.04881,0.11248,0.0,0.0,0.0,0.0
    250 Ml (Si),9.88355,1.78875,1.04487,1.72141,0.19539,0.4427,0.45801,0.72179,9.49978,1.23905,0.33824,0.82456,0.18838,0.107,0.24862,0.17506,9.88355,1.78875,1.04487,1.72141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21334,0.29316,0.26675,0.82257,2.35865,0.60032,0.36169,0.49259,0.17806,0.58231,0.16432,0.11169,0.1335,0.13189,0.15579,0.29456,0.0,0.18107,0.09632,0.0
    345 Ml (Si),1.18974,0.69164,0.95415,0.10729,0.38132,0.01346,0.47748,0.02557,0.80842,0.67818,0.47667,0.08172,0.0,0.0,0.0,0.0,1.18974,0.69164,0.95415,0.10729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04877,0.00331,0.05476,0.02344,1.14097,0.68833,0.89939,0.08385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),1.72159,1.22953,1.21511,1.67716,0.78223,0.33543,0.49896,0.61115,0.48031,0.65256,0.38045,0.87158,0.45905,0.24154,0.3357,0.19443,1.72159,1.22953,1.21511,1.67716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42955,0.41254,0.21811,0.97369,0.87509,0.59079,0.46735,0.60127,0.41695,0.2262,0.52965,0.1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Dr Pepper Cherry (Br),2.79402,3.20249,2.27877,1.80738,2.27079,2.14848,0.99358,1.12819,0.2906,0.82738,0.82747,0.57902,0.23263,0.22663,0.45772,0.10017,2.79402,3.20249,2.27877,1.80738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40564,0.42113,0.33477,0.54809,1.08829,2.23078,1.00788,0.9612,0.30009,0.55058,0.47608,0.29809,0.0,0.0,0.0,0.0,0.0,0.0,0.46004,0.0
   Lamonade (Fl),2.79402,3.20249,2.27877,1.80738,2.27079,2.14848,0.99358,1.12819,0.2906,0.82738,0.82747,0.57902,0.23263,0.22663,0.45772,0.10017,2.79402,3.20249,2.27877,1.80738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40564,0.42113,0.33477,0.54809,1.08829,2.23078,1.00788,0.9612,0.30009,0.55058,0.47608,0.29809,0.0,0.0,0.0,0.0,0.0,0.0,0.46004,0.0
    1 Lt (Si),0.40307,0.0689,0.10391,0.04248,0.40307,0.0689,0.10391,0.04248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40307,0.0689,0.10391,0.04248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40307,0.0689,0.10391,0.04248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    1.5 Lt (Si),0.0,0.0,0.46004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46004,0.0
    250 Ml (Si),0.38434,0.70667,0.47957,0.55097,0.08893,0.15609,0.00349,0.4306,0.06278,0.32395,0.01836,0.0202,0.23263,0.22663,0.45772,0.10017,0.38434,0.70667,0.47957,0.55097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08893,0.15609,0.00349,0.4306,0.29541,0.55058,0.47608,0.12037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    300 Ml (Si),0.00468,0.0,0.0,0.17772,0.0,0.0,0.0,0.0,0.00468,0.0,0.0,0.17772,0.0,0.0,0.0,0.0,0.00468,0.0,0.0,0.17772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00468,0.0,0.0,0.17772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    345 Ml (Si),0.14274,0.9371,0.28226,0.07933,0.12815,0.92445,0.23826,0.05545,0.01459,0.01265,0.044,0.02388,0.0,0.0,0.0,0.0,0.14274,0.9371,0.28226,0.07933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01459,0.01265,0.044,0.02388,0.12815,0.92445,0.23826,0.05545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),1.85919,1.48982,0.95299,0.95688,1.65064,0.99904,0.64792,0.59966,0.20855,0.49078,0.30507,0.35722,0.0,0.0,0.0,0.0,1.85919,1.48982,0.95299,0.95688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39105,0.40848,0.29077,0.52421,0.46814,1.08134,0.66222,0.43267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Dr Pepper Original (Br),0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Lamonade (Fl),0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Gihauser (Ve),22.68629,26.03199,33.16695,24.74353,4.01473,3.0512,7.18155,7.66272,17.86016,19.45393,17.93167,16.19755,0.8114,3.52686,8.05373,0.88326,22.68629,26.03199,33.16695,24.74353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58131,13.94443,13.95906,14.65307,4.03863,6.30369,8.64129,4.68431,0.56661,0.0,0.0,0.65222,0.24479,0.79838,7.10927,0.23104,4.25495,4.98549,3.45733,4.52289
  Barq Root Malt (Br),12.64818,14.23898,12.61354,11.55769,1.73895,1.10007,1.76448,3.56578,10.61376,10.10965,9.74476,7.70755,0.29547,3.02926,1.1043,0.28436,12.64818,14.23898,12.61354,11.55769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03618,5.58416,4.89374,4.77292,2.68717,4.22398,6.07406,3.10836,0.23937,0.0,0.0,0.06441,0.0561,0.40474,0.22136,0.21995,2.62936,4.0261,1.42438,3.39205
   Cola (Fl),12.64818,14.23898,12.61354,11.55769,1.73895,1.10007,1.76448,3.56578,10.61376,10.10965,9.74476,7.70755,0.29547,3.02926,1.1043,0.28436,12.64818,14.23898,12.61354,11.55769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03618,5.58416,4.89374,4.77292,2.68717,4.22398,6.07406,3.10836,0.23937,0.0,0.0,0.06441,0.0561,0.40474,0.22136,0.21995,2.62936,4.0261,1.42438,3.39205
    1 Lt (Si),6.34208,6.38693,4.99184,6.75687,1.54354,0.7723,1.22237,2.9317,4.74244,5.20989,3.30589,3.60522,0.0561,0.40474,0.46358,0.21995,6.34208,6.38693,4.99184,6.75687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18352,2.51645,3.7737,4.01875,0.48049,1.42248,0.40797,0.50569,0.0,0.0,0.0,0.0,0.0561,0.40474,0.22136,0.21995,0.62197,2.04326,0.58881,2.01248
    1.5 Lt (Si),0.9995,3.8351,1.84609,1.28044,0.1402,0.30273,0.39567,0.17242,0.76337,0.90785,0.8097,1.07943,0.09593,2.62452,0.64072,0.02859,0.9995,3.8351,1.84609,1.28044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39673,2.69095,0.8468,0.21678,0.06009,0.36333,0.48072,0.22947,0.09593,0.0,0.0,0.02859,0.0,0.0,0.0,0.0,0.44675,0.78082,0.51857,0.8056
    2.25 Lt (Si),4.98881,3.17909,5.59162,3.28529,0.05521,0.02504,0.14644,0.46166,4.9336,3.15405,5.44518,2.82363,0.0,0.0,0.0,0.0,4.98881,3.17909,5.59162,3.28529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45593,0.37676,0.27324,0.53739,2.00516,2.08111,5.02911,2.21662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52772,0.72122,0.28927,0.53128
    300 Ml (Si),0.17636,0.4808,0.02773,0.07851,0.0,0.0,0.0,0.0,0.03292,0.4808,0.02773,0.04269,0.14344,0.0,0.0,0.03582,0.17636,0.4808,0.02773,0.07851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14344,0.0,0.0,0.03582,0.0,0.0,0.0,0.0,0.03292,0.4808,0.02773,0.04269
    500 Ml (Si),0.14143,0.35706,0.15626,0.15658,0.0,0.0,0.0,0.0,0.14143,0.35706,0.15626,0.15658,0.0,0.0,0.0,0.0,0.14143,0.35706,0.15626,0.15658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14143,0.35706,0.15626,0.15658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Big Red Soda (Br),6.49264,6.39265,8.66388,9.14581,1.56711,1.28893,3.64855,2.55519,4.4096,4.83278,4.83426,5.99172,0.51593,0.27094,0.18107,0.5989,6.49264,6.39265,8.66388,9.14581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5873,3.59015,5.4437,6.15613,1.03315,1.79544,1.71518,1.42715,0.32724,0.0,0.0,0.58781,0.18869,0.16698,0.11955,0.01109,1.35626,0.84008,1.38545,0.96363
   Lamonade (Fl),6.49264,6.39265,8.66388,9.14581,1.56711,1.28893,3.64855,2.55519,4.4096,4.83278,4.83426,5.99172,0.51593,0.27094,0.18107,0.5989,6.49264,6.39265,8.66388,9.14581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5873,3.59015,5.4437,6.15613,1.03315,1.79544,1.71518,1.42715,0.32724,0.0,0.0,0.58781,0.18869,0.16698,0.11955,0.01109,1.35626,0.84008,1.38545,0.96363
    1 Lt (Si),3.72484,3.78951,5.43732,5.90532,1.11661,0.81368,3.16047,2.42686,2.41954,2.70489,2.09578,3.46737,0.18869,0.27094,0.18107,0.01109,3.72484,3.78951,5.43732,5.90532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77287,2.89997,5.13965,4.79675,0.31452,0.47104,0.09771,0.30264,0.0,0.0,0.0,0.0,0.18869,0.16698,0.11955,0.01109,0.44876,0.25152,0.08041,0.79484
    1.5 Lt (Si),0.97999,0.42573,1.23256,0.80502,0.16397,0.1337,0.20434,0.07533,0.52591,0.29203,1.02822,0.15112,0.29011,0.0,0.0,0.57857,0.97999,0.42573,1.23256,0.80502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383,0.00624,0.17476,0.03076,0.03061,0.17248,0.0365,0.0799,0.29011,0.0,0.0,0.57857,0.0,0.0,0.0,0.0,0.62097,0.24701,1.0213,0.11579
    2.25 Lt (Si),1.62058,1.75846,1.81913,2.36052,0.28653,0.34155,0.28374,0.053,1.33405,1.41691,1.53539,2.30752,0.0,0.0,0.0,0.0,1.62058,1.75846,1.81913,2.36052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77613,0.68394,0.12929,1.32862,0.55792,0.73297,1.4061,0.9789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28653,0.34155,0.28374,0.053
    300 Ml (Si),0.03713,0.0,0.0,0.00924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03713,0.0,0.0,0.00924,0.03713,0.0,0.0,0.00924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03713,0.0,0.0,0.00924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),0.1301,0.41895,0.17487,0.06571,0.0,0.0,0.0,0.0,0.1301,0.41895,0.17487,0.06571,0.0,0.0,0.0,0.0,0.1301,0.41895,0.17487,0.06571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301,0.41895,0.17487,0.06571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Chupa Chups Orange (Br),1.02413,1.29973,7.56374,0.78026,0.0,0.0,0.0122,0.0,1.02413,1.09006,1.44006,0.78026,0.0,0.20967,6.11148,0.0,1.02413,1.29973,7.56374,0.78026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73965,0.80664,0.8678,0.68471,0.1853,0.26578,0.55282,0.069,0.0,0.0,0.0,0.0,0.0,0.20967,6.11148,0.0,0.09918,0.01764,0.03164,0.02655
   Pomegranate (Fl),1.02413,1.29973,7.56374,0.78026,0.0,0.0,0.0122,0.0,1.02413,1.09006,1.44006,0.78026,0.0,0.20967,6.11148,0.0,1.02413,1.29973,7.56374,0.78026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73965,0.80664,0.8678,0.68471,0.1853,0.26578,0.55282,0.069,0.0,0.0,0.0,0.0,0.0,0.20967,6.11148,0.0,0.09918,0.01764,0.03164,0.02655
    1 Lt (Si),0.8061,1.04728,7.16296,0.69512,0.0,0.0,0.0122,0.0,0.8061,0.83761,1.03928,0.69512,0.0,0.20967,6.11148,0.0,0.8061,1.04728,7.16296,0.69512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73965,0.80664,0.8678,0.68471,0.06645,0.03097,0.17148,0.01041,0.0,0.0,0.0,0.0,0.0,0.20967,6.11148,0.0,0.0,0.0,0.0122,0.0
    1.5 Lt (Si),0.11885,0.23481,0.38134,0.05859,0.0,0.0,0.0,0.0,0.11885,0.23481,0.38134,0.05859,0.0,0.0,0.0,0.0,0.11885,0.23481,0.38134,0.05859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11885,0.23481,0.38134,0.05859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    300 Ml (Si),0.09918,0.01764,0.01944,0.02655,0.0,0.0,0.0,0.0,0.09918,0.01764,0.01944,0.02655,0.0,0.0,0.0,0.0,0.09918,0.01764,0.01944,0.02655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09918,0.01764,0.01944,0.02655
  Crush Orange Soda (Br),2.52134,4.10063,4.32579,3.25977,0.70867,0.6622,1.75632,1.54175,1.81267,3.42144,1.91259,1.71802,0.0,0.01699,0.65688,0.0,2.52134,4.10063,4.32579,3.25977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21818,3.96348,2.75382,3.03931,0.13301,0.01849,0.29923,0.0798,0.0,0.0,0.0,0.0,0.0,0.01699,0.65688,0.0,0.17015,0.10167,0.61586,0.14066
   Orange (Fl),2.52134,4.10063,4.32579,3.25977,0.70867,0.6622,1.75632,1.54175,1.81267,3.42144,1.91259,1.71802,0.0,0.01699,0.65688,0.0,2.52134,4.10063,4.32579,3.25977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21818,3.96348,2.75382,3.03931,0.13301,0.01849,0.29923,0.0798,0.0,0.0,0.0,0.0,0.0,0.01699,0.65688,0.0,0.17015,0.10167,0.61586,0.14066
    1 Lt (Si),1.30734,4.00281,3.62141,2.82437,0.70867,0.6622,1.75632,1.54175,0.59867,3.32362,1.20821,1.28262,0.0,0.01699,0.65688,0.0,1.30734,4.00281,3.62141,2.82437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13719,3.88415,2.34867,2.68371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01699,0.65688,0.0,0.17015,0.10167,0.61586,0.14066
    1.5 Lt (Si),0.19997,0.04772,0.2251,0.13589,0.0,0.0,0.0,0.0,0.19997,0.04772,0.2251,0.13589,0.0,0.0,0.0,0.0,0.19997,0.04772,0.2251,0.13589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19997,0.04772,0.2251,0.13589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    2.25 Lt (Si),1.01403,0.0501,0.47928,0.29951,0.0,0.0,0.0,0.0,1.01403,0.0501,0.47928,0.29951,0.0,0.0,0.0,0.0,1.01403,0.0501,0.47928,0.29951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88102,0.03161,0.18005,0.21971,0.13301,0.01849,0.29923,0.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Hiego (Ve),8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Orangina (Br),8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Apple (Fl),7.20363,0.0465,0.22385,0.16018,0.0,0.0,0.0,0.0,7.20363,0.0465,0.22385,0.16018,0.0,0.0,0.0,0.0,7.20363,0.0465,0.22385,0.16018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.20363,0.0465,0.22385,0.16018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    1.5 Lt (Si),7.20363,0.0465,0.22385,0.16018,0.0,0.0,0.0,0.0,7.20363,0.0465,0.22385,0.16018,0.0,0.0,0.0,0.0,7.20363,0.0465,0.22385,0.16018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.20363,0.0465,0.22385,0.16018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Lychee (Fl),0.84673,0.1996,0.09664,0.35973,0.0,0.0,0.0,0.0,0.84673,0.1996,0.09664,0.35973,0.0,0.0,0.0,0.0,0.84673,0.1996,0.09664,0.35973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84673,0.1996,0.09664,0.35973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    1.5 Lt (Si),0.84673,0.1996,0.09664,0.35973,0.0,0.0,0.0,0.0,0.84673,0.1996,0.09664,0.35973,0.0,0.0,0.0,0.0,0.84673,0.1996,0.09664,0.35973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84673,0.1996,0.09664,0.35973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Mechou (Ve),1.53988,2.72931,2.31951,1.19664,0.13078,0.46166,0.20781,0.01724,0.9876,0.8215,0.0249,0.51569,0.4215,1.44615,2.0868,0.66371,1.53988,2.72931,2.31951,1.19664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96314,0.71731,0.00619,0.49184,0.02446,0.10419,0.01871,0.02385,0.0,0.0,0.0,0.0,0.55228,1.90781,2.29461,0.68095,0.0,0.0,0.0,0.0
  Fanta Apple (Br),1.31723,2.39976,2.11273,0.4788,0.13078,0.46166,0.20781,0.01724,0.92526,0.70383,0.0249,0.11359,0.26119,1.23427,1.88002,0.34797,1.31723,2.39976,2.11273,0.4788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008,0.59964,0.00619,0.08974,0.02446,0.10419,0.01871,0.02385,0.0,0.0,0.0,0.0,0.39197,1.69593,2.08783,0.36521,0.0,0.0,0.0,0.0
   Cola (Fl),1.31723,2.39976,2.11273,0.4788,0.13078,0.46166,0.20781,0.01724,0.92526,0.70383,0.0249,0.11359,0.26119,1.23427,1.88002,0.34797,1.31723,2.39976,2.11273,0.4788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008,0.59964,0.00619,0.08974,0.02446,0.10419,0.01871,0.02385,0.0,0.0,0.0,0.0,0.39197,1.69593,2.08783,0.36521,0.0,0.0,0.0,0.0
    1 Lt (Si),1.27044,2.1477,1.31294,0.18776,0.13078,0.46166,0.20781,0.01724,0.9008,0.59964,0.00619,0.08974,0.23886,1.0864,1.09894,0.08078,1.27044,2.1477,1.31294,0.18776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008,0.59964,0.00619,0.08974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36964,1.54806,1.30675,0.09802,0.0,0.0,0.0,0.0
    345 Ml (Si),0.02233,0.14787,0.78108,0.26719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02233,0.14787,0.78108,0.26719,0.02233,0.14787,0.78108,0.26719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02233,0.14787,0.78108,0.26719,0.0,0.0,0.0,0.0
    500 Ml (Si),0.02446,0.10419,0.01871,0.02385,0.0,0.0,0.0,0.0,0.02446,0.10419,0.01871,0.02385,0.0,0.0,0.0,0.0,0.02446,0.10419,0.01871,0.02385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446,0.10419,0.01871,0.02385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
