,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  Big Peach Soda (Br),480.14589,741.13432,416.02529,568.31312,118.59988,209.9211,121.01866,200.85512,329.85652,449.16725,280.69798,325.96728,31.68949,82.04597,14.30865,41.49072,459.33956,599.22314,367.00863,551.71753,20.80633,141.91118,49.01666,16.59559,0.0,0.0,0.0,0.0,195.05658,237.6926,87.30872,153.84772,170.95852,155.77839,131.75539,253.6966,43.01028,191.55644,65.00653,50.86794,12.25923,13.60929,27.08504,24.91592,58.86128,142.4976,104.86961,84.98494
   1 Lt (Si),74.81052,77.87002,123.88671,116.80684,11.9779,26.83569,64.07505,38.14468,62.83262,51.03433,56.92436,78.66216,0.0,0.0,2.8873,0.0,74.81052,77.87002,123.88671,116.80684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.30979,18.63674,10.71398,14.02556,48.11064,39.69295,40.3904,70.09171,0.0,0.0,0.0,0.0,3.09657,4.35181,4.94569,1.9217,13.29352,15.18852,67.83664,30.76787
   1.5 Lt (Si),223.92082,461.44594,194.14378,304.2813,60.63406,108.01271,24.93844,123.79771,139.46903,275.11362,159.43733,149.51242,23.81773,78.31961,9.76801,30.97117,208.88659,328.38881,147.86892,293.30042,15.03423,133.05713,46.27486,10.98088,0.0,0.0,0.0,0.0,85.38102,111.56355,36.68094,91.49188,92.11883,85.17136,62.35258,115.25064,26.07953,164.3837,56.49784,31.62591,7.20765,8.89923,21.48518,21.45321,13.13379,91.4281,17.12724,44.45966
   2.25 Lt (Si),81.71813,92.88247,45.56671,60.74336,17.18345,23.40286,14.73049,17.83241,64.53468,69.47961,30.83622,42.91095,0.0,0.0,0.0,0.0,81.71813,92.88247,45.56671,60.74336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.95926,47.68685,20.45806,22.26179,8.54471,6.36908,13.76899,18.63222,6.73699,7.81032,0.42584,10.90687,0.0,0.0,0.0,0.0,30.47717,31.01622,10.91382,8.94248
   250 Ml (Si),52.33142,53.40887,26.97388,57.83347,7.97903,31.20307,6.95164,17.46494,40.11547,20.60007,18.3689,35.78212,4.23692,1.60573,1.65334,4.58641,49.01955,49.4818,25.37738,53.74169,3.31187,3.92707,1.5965,4.09178,0.0,0.0,0.0,0.0,26.60839,33.71999,8.05789,12.3891,15.7238,9.07173,8.29875,37.65547,6.65809,7.53607,2.76974,5.70182,1.95501,0.35825,0.65417,1.54101,1.38613,2.72283,7.19333,0.54607
   500 Ml (Si),47.365,55.52702,25.45421,28.64815,20.82544,20.46677,10.32304,3.61538,22.90472,32.93962,15.13117,19.09963,3.63484,2.12063,0.0,5.93314,44.90477,50.60004,24.30891,27.12522,2.46023,4.92698,1.1453,1.52293,0.0,0.0,0.0,0.0,36.79812,26.08547,11.39785,13.67939,6.46054,15.47327,6.94467,12.06656,3.53567,11.82635,5.31311,2.63334,0.0,0.0,0.0,0.0,0.57067,2.14193,1.79858,0.26886
  Big Red Soda (Br),128.61634,124.3965,162.74288,182.17368,30.56938,25.19579,64.33013,48.46275,89.09139,94.52758,95.39491,122.58542,8.95557,4.67313,3.01784,11.12551,128.61634,124.3965,162.74288,182.17368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34842,70.55382,97.235,124.37242,20.74274,34.49084,36.64177,30.0647,5.81077,0.0,0.0,10.94063,3.1448,2.78303,1.99251,0.18488,25.56961,16.56881,26.8736,16.61105
   1 Lt (Si),71.40772,70.64791,96.1584,112.75408,21.04804,15.00394,54.11477,45.85783,47.21488,50.97084,39.02579,66.71137,3.1448,4.67313,3.01784,0.18488,71.40772,70.64791,96.1584,112.75408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.06502,55.04818,91.04926,93.81928,5.71843,8.56428,1.77646,5.50243,0.0,0.0,0.0,0.0,3.1448,2.78303,1.99251,0.18488,7.47947,4.25242,1.34017,13.24749
   1.5 Lt (Si),18.51557,8.19807,23.15613,15.27648,3.0745,2.5069,3.83129,1.41244,10.00158,5.69117,19.32484,3.01577,5.43949,0.0,0.0,10.84827,18.51557,8.19807,23.15613,15.27648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82062,0.11699,3.27683,0.65914,0.61216,3.44964,0.72994,1.59799,5.43949,0.0,0.0,10.84827,0.0,0.0,0.0,0.0,11.6433,4.63144,19.14936,2.17108
   2.25 Lt (Si),36.4632,39.56553,40.93019,53.11198,6.44684,7.68495,6.38407,1.19248,30.01636,31.88058,34.54612,51.9195,0.0,0.0,0.0,0.0,36.4632,39.56553,40.93019,53.11198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46278,15.38865,2.90891,29.894,12.55358,16.49193,31.63721,22.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44684,7.68495,6.38407,1.19248
   300 Ml (Si),0.37128,0.0,0.0,0.09236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37128,0.0,0.0,0.09236,0.37128,0.0,0.0,0.09236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37128,0.0,0.0,0.09236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   500 Ml (Si),1.85857,5.98499,2.49816,0.93878,0.0,0.0,0.0,0.0,1.85857,5.98499,2.49816,0.93878,0.0,0.0,0.0,0.0,1.85857,5.98499,2.49816,0.93878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85857,5.98499,2.49816,0.93878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Dr Pepper Cherry (Br),27.93667,30.49831,23.82335,14.7314,24.18288,22.38625,10.72114,9.39416,2.59065,6.85299,10.55933,4.8364,1.16314,1.25907,2.54288,0.50084,27.93667,30.49831,23.82335,14.7314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.07834,4.23031,3.41375,5.51672,12.35787,23.2092,10.86406,7.7242,1.50046,3.0588,2.64491,1.49048,0.0,0.0,0.0,0.0,0.0,0.0,6.90063,0.0
   1 Lt (Si),5.75811,0.98425,1.48441,0.60683,5.75811,0.98425,1.48441,0.60683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75811,0.98425,1.48441,0.60683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75811,0.98425,1.48441,0.60683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   1.5 Lt (Si),0.0,0.0,6.90063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90063,0.0
   250 Ml (Si),1.92172,3.83925,2.66236,2.75485,0.44466,0.78045,0.01745,2.15299,0.31392,1.79973,0.10203,0.10102,1.16314,1.25907,2.54288,0.50084,1.92172,3.83925,2.66236,2.75485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44466,0.78045,0.01745,2.15299,1.47706,3.0588,2.64491,0.60186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   300 Ml (Si),0.0234,0.0,0.0,0.88862,0.0,0.0,0.0,0.0,0.0234,0.0,0.0,0.88862,0.0,0.0,0.0,0.0,0.0234,0.0,0.0,0.88862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.0,0.0,0.88862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   345 Ml (Si),1.6415,10.77658,3.24604,0.91229,1.47369,10.63114,2.74002,0.63772,0.16781,0.14544,0.50602,0.27457,0.0,0.0,0.0,0.0,1.6415,10.77658,3.24604,0.91229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16781,0.14544,0.50602,0.27457,1.47369,10.63114,2.74002,0.63772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   500 Ml (Si),18.59194,14.89823,9.52991,9.56881,16.50642,9.99041,6.47926,5.99662,2.08552,4.90782,3.05065,3.57219,0.0,0.0,0.0,0.0,18.59194,14.89823,9.52991,9.56881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91053,4.08487,2.90773,5.24215,4.68141,10.81336,6.62218,4.32666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Dr Pepper Original (Br),0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   500 Ml (Si),0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Fanta Berry (Br),0.15604,0.71626,1.11943,1.38327,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   500 Ml (Si),0.15604,0.71626,1.11943,1.38327,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Gazoz Soda (Br),3.3807,4.75019,1.024,12.92303,0.0,0.0,0.0,0.0,1.24688,2.1394,0.0,8.04205,2.13382,2.61079,1.024,4.88098,3.3807,4.75019,1.024,12.92303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24688,2.1394,0.0,8.04205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13382,2.61079,1.024,4.88098,0.0,0.0,0.0,0.0
   1 Lt (Si),2.18312,2.54933,0.74419,12.07409,0.0,0.0,0.0,0.0,1.24688,2.1394,0.0,8.04205,0.93624,0.40993,0.74419,4.03204,2.18312,2.54933,0.74419,12.07409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24688,2.1394,0.0,8.04205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93624,0.40993,0.74419,4.03204,0.0,0.0,0.0,0.0
   345 Ml (Si),1.19758,2.20086,0.27981,0.84894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19758,2.20086,0.27981,0.84894,1.19758,2.20086,0.27981,0.84894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19758,2.20086,0.27981,0.84894,0.0,0.0,0.0,0.0
 Lychee (Fl),26.95854,30.51935,29.26199,38.37016,10.95835,21.9682,20.95369,30.08112,16.00019,8.55115,8.3083,8.28904,0.0,0.0,0.0,0.0,26.95854,30.51935,29.26199,38.37016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18005,2.87094,4.76998,1.1643,25.07648,27.64841,21.38305,35.98603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70201,0.0,3.10896,1.21983
  Dr Pepper Diet (Br),14.25764,27.52541,27.81246,32.97414,10.95835,21.9682,20.95369,30.08112,3.29929,5.55721,6.85877,2.89302,0.0,0.0,0.0,0.0,14.25764,27.52541,27.81246,32.97414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18005,2.87094,4.76998,1.1643,12.37558,24.65447,19.93352,30.59001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70201,0.0,3.10896,1.21983
   1 Lt (Si),1.87062,2.48289,3.22002,0.09728,1.87062,2.48289,3.22002,0.09728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87062,2.48289,3.22002,0.09728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87062,2.48289,3.22002,0.09728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   1.5 Lt (Si),6.22302,13.90245,3.6771,27.37583,6.22302,13.90245,3.6771,27.37583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22302,13.90245,3.6771,27.37583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86712,1.56516,0.0,6.22302,13.03533,1.79969,27.37583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31225,0.0
   300 Ml (Si),0.39792,2.60739,0.7596,1.54394,0.0,0.0,0.0,0.0,0.39792,2.60739,0.7596,1.54394,0.0,0.0,0.0,0.0,0.39792,2.60739,0.7596,1.54394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39792,2.60739,0.7596,1.54394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   500 Ml (Si),5.76608,8.53268,20.15574,3.95709,2.86471,5.58286,14.05657,2.60801,2.90137,2.94982,6.09917,1.34908,0.0,0.0,0.0,0.0,5.76608,8.53268,20.15574,3.95709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18005,2.00382,3.20482,1.1643,3.88402,6.52886,14.15421,1.57296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70201,0.0,2.79671,1.21983
  Orangina (Br),12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   1.5 Lt (Si),12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Orange (Fl),923.65937,541.81171,576.27367,709.52167,260.50334,103.04751,167.48835,152.28674,578.33643,377.28488,337.74585,533.16192,84.8196,61.47932,71.03947,24.07301,903.31348,515.27774,543.36273,687.97484,19.67388,25.57303,25.66876,17.04568,0.67201,0.96094,7.24218,4.50115,496.34179,196.66297,206.86327,430.43726,279.48309,162.35493,156.74368,157.31021,49.30117,52.71615,63.51059,52.48021,28.20913,48.89577,44.15776,6.02122,70.32419,81.18189,104.99837,63.27277
  Almdudler (Br),345.10025,180.71027,169.38539,173.61726,173.07595,43.25398,59.70772,43.66921,141.34897,129.73215,82.74749,120.69879,30.67533,7.72414,26.93018,9.24926,327.46904,155.8213,149.73016,160.43225,17.63121,24.88897,19.65523,13.18501,0.0,0.0,0.0,0.0,208.78734,33.46392,36.50034,55.63865,46.36465,50.39233,24.69233,41.30184,32.66243,35.77509,38.32375,35.60165,0.0,0.47751,19.14379,0.0,57.28583,60.60142,50.72518,41.07512
   1 Lt (Si),82.13899,60.5267,15.96585,48.49225,62.29321,14.36958,4.8136,11.26912,19.84578,45.67961,9.74406,37.22313,0.0,0.47751,1.40819,0.0,82.13899,60.5267,15.96585,48.49225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.98822,0.47751,2.13228,1.60841,8.94754,29.50764,7.42403,32.27787,0.0,0.0,0.0,0.0,0.0,0.47751,2.21889,0.0,28.20323,30.06404,4.19065,14.60597
   1.5 Lt (Si),162.10449,84.6644,104.43876,58.44868,48.15622,13.08778,31.58121,19.74147,84.73148,69.03454,48.70996,33.75948,29.21679,2.54208,24.14759,4.94773,147.64037,60.95284,94.15084,47.37864,14.46412,23.71156,10.28792,11.07004,0.0,0.0,0.0,0.0,89.10985,13.55972,19.96784,27.78175,34.2011,19.45774,16.74127,5.96745,22.74658,30.47679,21.80281,20.58841,0.0,0.0,16.9249,0.0,16.04696,21.17015,29.00194,4.11107
   2.25 Lt (Si),78.11222,14.9596,21.65401,35.76769,56.4493,5.57524,15.56452,7.26124,21.66292,9.38436,6.08949,28.50645,0.0,0.0,0.0,0.0,78.11222,14.9596,21.65401,35.76769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.07214,8.43098,6.9957,14.92514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.04008,6.52862,14.65831,20.84255
   250 Ml (Si),13.1284,11.69021,8.91831,22.94026,4.32125,5.16524,4.89166,2.9697,7.60505,3.95484,2.8323,17.54172,1.2021,2.57013,1.19435,2.42884,12.18356,10.66887,7.74118,22.32143,0.94484,1.02134,1.17713,0.61883,0.0,0.0,0.0,0.0,4.66088,5.74289,3.78403,8.09372,3.21601,1.42695,0.52703,3.05652,2.25595,1.68176,1.73297,10.27449,0.0,0.0,0.0,0.0,2.99556,2.83861,2.87428,1.51553
   500 Ml (Si),9.61615,8.86936,18.40846,7.96838,1.85597,5.05614,2.85673,2.42768,7.50374,1.6788,15.37168,3.66801,0.25644,2.13442,0.18005,1.87269,7.3939,8.71329,10.21828,6.47224,2.22225,0.15607,8.19018,1.49614,0.0,0.0,0.0,0.0,1.95625,5.25282,3.62049,3.22963,0.0,0.0,0.0,0.0,7.6599,3.61654,14.78797,4.73875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Crush Orange Soda (Br),52.38251,76.9043,77.856,65.54778,13.86404,12.5499,30.33344,30.57917,38.51847,64.07117,36.57451,34.96861,0.0,0.28323,10.94805,0.0,52.38251,76.9043,77.856,65.54778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.29611,74.35662,49.9109,61.19493,2.99274,0.41598,6.73263,1.79544,0.0,0.0,0.0,0.0,0.0,0.28323,10.94805,0.0,3.09366,1.84847,10.26442,2.55741
   1 Lt (Si),25.28163,74.75464,62.24884,55.89677,13.86404,12.5499,30.33344,30.57917,11.41759,61.92151,20.96735,25.3176,0.0,0.28323,10.94805,0.0,25.28163,74.75464,62.24884,55.89677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.18797,72.62294,41.03637,53.33936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28323,10.94805,0.0,3.09366,1.84847,10.26442,2.55741
   1.5 Lt (Si),4.28509,1.02252,4.8235,2.91203,0.0,0.0,0.0,0.0,4.28509,1.02252,4.8235,2.91203,0.0,0.0,0.0,0.0,4.28509,1.02252,4.8235,2.91203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28509,1.02252,4.8235,2.91203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   2.25 Lt (Si),22.81579,1.12714,10.78366,6.73898,0.0,0.0,0.0,0.0,22.81579,1.12714,10.78366,6.73898,0.0,0.0,0.0,0.0,22.81579,1.12714,10.78366,6.73898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82305,0.71116,4.05103,4.94354,2.99274,0.41598,6.73263,1.79544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Crush Strawberry Soda (Br),526.17661,284.19714,326.12754,470.35663,73.56335,47.24363,77.44719,78.03836,398.46899,183.48156,218.42385,377.49452,54.14427,53.47195,30.2565,14.82375,523.46193,282.55214,312.87183,461.99481,2.04267,0.68406,6.01353,3.86067,0.67201,0.96094,7.24218,4.50115,241.25834,88.84243,120.45203,313.60368,230.1257,111.54662,125.31872,114.21293,16.63874,16.94106,25.18684,16.87856,28.20913,48.13503,11.16118,6.02122,9.9447,18.732,44.00877,19.64024
   1 Lt (Si),40.56783,51.02714,58.56682,59.63431,8.45341,9.42447,26.29265,15.66116,28.23899,36.71448,24.0313,39.27505,3.87543,4.88819,8.24287,4.6981,40.56783,51.02714,58.56682,59.63431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8589,1.99893,0.60683,5.69537,26.05906,41.13381,48.1634,48.71478,0.0,0.0,0.0,0.0,0.20953,3.4932,7.63604,0.44902,4.44034,4.4012,2.16055,4.77514
   1.5 Lt (Si),277.65249,128.93309,193.736,154.40877,27.01903,29.9247,27.93608,40.58326,210.75706,97.45911,150.33353,109.31282,39.8764,1.54928,15.46639,4.51269,274.93781,127.28809,180.48029,146.04695,2.04267,0.68406,6.01353,3.86067,0.67201,0.96094,7.24218,4.50115,69.68805,51.46115,72.37509,67.26975,168.14814,52.98007,60.18577,55.05988,11.57893,11.76743,19.06869,15.29811,22.73301,0.2043,1.22144,1.91593,5.50436,12.52014,40.88501,14.8651
   2.25 Lt (Si),88.49568,71.81718,42.90692,223.01502,24.24895,0.70218,9.60491,9.31726,60.12234,27.48081,32.38679,211.58877,4.12439,43.63419,0.91522,2.10899,88.49568,71.81718,42.90692,223.01502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.37129,28.18299,41.9917,220.90603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12439,43.63419,0.91522,2.10899,0.0,0.0,0.0,0.0
   250 Ml (Si),89.08038,12.42468,8.01051,14.47369,1.58064,3.62011,3.13292,6.00294,85.82213,7.81975,2.60263,6.91113,1.67761,0.98482,2.27496,1.55962,89.08038,12.42468,8.01051,14.47369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.21014,2.97287,2.66752,8.87111,14.83773,3.92627,2.16971,3.49685,0.89031,2.91154,0.82159,0.55845,1.1422,0.80334,1.38848,1.54728,0.0,1.81066,0.96321,0.0
   345 Ml (Si),12.89071,7.63665,10.75612,1.19824,4.38516,0.15483,5.49105,0.29411,8.50555,7.48182,5.26507,0.90413,0.0,0.0,0.0,0.0,12.89071,7.63665,10.75612,1.19824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56081,0.03804,0.62971,0.26957,12.3299,7.59861,10.12641,0.92867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   500 Ml (Si),17.48952,12.3584,12.15117,17.6266,7.87616,3.41734,4.98958,6.17963,5.02292,6.52559,3.80453,9.50262,4.59044,2.41547,3.35706,1.94435,17.48952,12.3584,12.15117,17.6266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56915,4.18845,2.18118,10.59185,8.75087,5.90786,4.67343,6.01275,4.1695,2.26209,5.29656,1.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Mirinda Orange (Br),0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0
   1 Lt (Si),0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0
 Pomegranate (Fl),19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.20331,0.0,19.1566,20.36434,27.45104,15.00035,0.0,3.49444,101.85795,0.0,19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72803,15.2223,16.98866,13.447,3.43675,4.96565,10.26793,1.28782,0.0,0.0,0.0,0.0,0.0,3.49444,101.85795,0.0,0.99182,0.17639,0.39776,0.26553
  Chupa Chups Orange (Br),19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.20331,0.0,19.1566,20.36434,27.45104,15.00035,0.0,3.49444,101.85795,0.0,19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72803,15.2223,16.98866,13.447,3.43675,4.96565,10.26793,1.28782,0.0,0.0,0.0,0.0,0.0,3.49444,101.85795,0.0,0.99182,0.17639,0.39776,0.26553
   1 Lt (Si),15.93627,19.27974,122.16775,13.63626,0.0,0.0,0.20331,0.0,15.93627,15.7853,20.10649,13.63626,0.0,3.49444,101.85795,0.0,15.93627,19.27974,122.16775,13.63626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72803,15.2223,16.98866,13.447,1.20824,0.563,3.11783,0.18926,0.0,0.0,0.0,0.0,0.0,3.49444,101.85795,0.0,0.0,0.0,0.20331,0.0
   1.5 Lt (Si),2.22851,4.40265,7.1501,1.09856,0.0,0.0,0.0,0.0,2.22851,4.40265,7.1501,1.09856,0.0,0.0,0.0,0.0,2.22851,4.40265,7.1501,1.09856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22851,4.40265,7.1501,1.09856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   300 Ml (Si),0.99182,0.17639,0.19445,0.26553,0.0,0.0,0.0,0.0,0.99182,0.17639,0.19445,0.26553,0.0,0.0,0.0,0.0,0.99182,0.17639,0.19445,0.26553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99182,0.17639,0.19445,0.26553
