,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  1.5 Lt (Si),0.0498,0.11989,0.21539,0.02927,0.0,0.0,0.0,0.0,0.0701,0.17729,0.35178,0.043,0.0,0.0,0.0,0.0,0.05244,0.12883,0.22609,0.02996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13341,0.33296,0.61894,0.08174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  300 Ml (Si),0.02217,0.0048,0.00586,0.00708,0.0,0.0,0.0,0.0,0.0312,0.0071,0.00957,0.01039,0.0,0.0,0.0,0.0,0.02334,0.00516,0.00615,0.00724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22758,0.03403,0.04454,0.06887
 Crush Orange Soda (Br),1.17069,2.09428,2.34539,1.74671,1.4092,1.5546,3.35807,3.2016,1.21162,2.58014,1.79945,1.36873,0.0,0.07422,2.85327,0.0,1.23271,2.25029,2.46184,1.78764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.60832,6.18584,4.89433,4.01607,0.17916,0.03146,0.5828,0.13359,0.0,0.0,0.0,0.0,0.0,0.1518,3.44272,0.0,0.70987,0.35657,2.35135,0.66329
  1 Lt (Si),0.56501,2.03574,1.87522,1.48953,1.4092,1.5546,3.35807,3.2016,0.35915,2.49358,1.03158,0.99097,0.0,0.07422,2.85327,0.0,0.59495,2.18739,1.96833,1.52443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25007,6.04162,4.02408,3.50053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1518,3.44272,0.0,0.70987,0.35657,2.35135,0.66329
  1.5 Lt (Si),0.09577,0.02785,0.14531,0.0776,0.0,0.0,0.0,0.0,0.13479,0.04118,0.23731,0.11398,0.0,0.0,0.0,0.0,0.10084,0.02992,0.15252,0.07942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24142,0.08507,0.473,0.19111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  2.25 Lt (Si),0.50991,0.03069,0.32485,0.17958,0.0,0.0,0.0,0.0,0.71768,0.04539,0.53055,0.26377,0.0,0.0,0.0,0.0,0.53692,0.03298,0.34098,0.18379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11683,0.05916,0.39725,0.32443,0.17916,0.03146,0.5828,0.13359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Crush Strawberry Soda (Br),11.75942,7.73933,9.82448,12.53399,7.47729,5.85225,8.57382,8.17051,12.53409,7.3888,10.74635,14.77575,17.37589,14.01253,7.88542,6.10779,12.3186,8.26772,9.89312,12.59965,0.92935,0.28427,4.41558,5.36081,12.55249,6.88972,34.76194,32.37082,13.59248,7.39094,11.81168,20.58103,13.77654,8.43606,10.84802,8.49794,4.26965,3.8257,6.45802,4.73976,13.85149,25.79765,3.50974,4.20412,2.28192,3.61343,10.08144,5.09393
  1 Lt (Si),0.90664,1.38958,1.76431,1.58913,0.85924,1.16745,2.91074,1.6397,0.88827,1.47849,1.18233,1.53729,1.2437,1.28097,2.14825,1.93574,0.95468,1.4931,1.8519,1.62636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55545,0.16629,0.05951,0.37377,1.56003,3.11087,4.16919,3.62459,0.0,0.0,0.0,0.0,0.10289,1.87216,2.40122,0.31351,1.01888,0.849,0.49493,1.23849
  1.5 Lt (Si),6.2052,3.51114,5.83623,4.11466,2.74633,3.70689,3.09267,4.24901,6.62949,3.92468,7.39634,4.27868,12.79707,0.40599,4.03084,1.85935,6.47009,3.72456,5.70685,3.98303,0.92935,0.28427,4.41558,5.36081,12.55249,6.88972,34.76194,32.37082,3.92622,4.28113,7.09719,4.41475,10.06623,4.00678,5.20989,4.09669,2.97126,2.65737,4.8893,4.29594,11.16256,0.10949,0.38409,1.33774,1.26304,2.41515,9.36586,3.85544
  2.25 Lt (Si),1.97777,1.95574,1.29256,5.94287,2.46477,0.08698,1.06331,0.9755,1.89118,1.10665,1.59341,8.28193,1.32359,11.43451,0.23852,0.86896,2.08256,2.10143,1.35673,6.08213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75347,2.34459,4.11776,14.49751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02519,23.38545,0.2878,1.47253,0.0,0.0,0.0,0.0
  250 Ml (Si),1.99084,0.33835,0.24131,0.38569,0.16066,0.44844,0.34683,0.6285,2.69959,0.3149,0.12805,0.27051,0.53838,0.25808,0.5929,0.64261,2.09632,0.36356,0.2533,0.39473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06832,0.24732,0.26158,0.58219,0.88826,0.29694,0.18782,0.26018,0.22846,0.6575,0.21066,0.15682,0.56085,0.43054,0.43662,1.08034,0.0,0.34928,0.22065,0.0
  345 Ml (Si),0.28809,0.20796,0.32402,0.03193,0.44573,0.01918,0.60789,0.03079,0.26755,0.30129,0.25904,0.03539,0.0,0.0,0.0,0.0,0.30336,0.22346,0.34011,0.03268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316,0.00316,0.06175,0.01769,0.73813,0.57467,0.87658,0.0691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.39087,0.33655,0.36605,0.46971,0.80057,0.42332,0.55237,0.647,0.158,0.26279,0.18718,0.37195,1.47316,0.63298,0.87491,0.80112,0.41158,0.36162,0.38422,0.48072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25743,0.34844,0.21389,0.69512,0.52387,0.4468,0.40455,0.44737,1.06993,0.51083,1.35806,0.28699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Diet Coke (Br),0.84463,1.92198,1.39833,1.89258,0.93931,1.57976,1.98829,3.647,0.777,1.40941,0.98352,1.13083,1.2356,5.98141,2.20676,3.00691,0.77857,1.91739,1.3707,1.84159,2.14234,2.09847,2.25372,4.85447,0.0,0.0,0.0,0.0,0.26402,0.78411,0.16511,0.8863,0.54932,0.9013,1.69053,2.30131,5.68023,10.35393,5.64481,7.3517,0.0,0.0,0.0,0.0,0.4119,0.65292,0.7307,0.10564
  1 Lt (Si),0.03754,0.03447,0.20177,0.20757,0.17075,0.1568,0.74147,0.81555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03953,0.03704,0.21178,0.21244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10056,0.09573,0.57978,0.57957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  1.5 Lt (Si),0.53884,1.40809,0.71134,1.36655,0.27808,1.04507,0.70516,2.29036,0.58053,0.98628,0.64063,0.87563,0.93677,4.92088,1.10046,2.89868,0.47426,1.46731,0.71928,1.362,1.80035,0.64866,0.63576,1.86185,0.0,0.0,0.0,0.0,0.17611,0.77412,0.01509,0.83822,0.1623,0.53935,0.77019,1.31505,4.6891,7.47949,3.62737,5.8508,0.0,0.0,0.0,0.0,0.0,0.4145,0.09505,0.0
  300 Ml (Si),0.02513,0.0905,0.05145,0.02448,0.0,0.0,0.0,0.0,0.03537,0.13382,0.08403,0.03596,0.0,0.0,0.0,0.0,0.01443,0.06596,0.0178,0.01735,0.23264,0.44423,0.84081,0.39226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28855,0.75045,0.43792,0.25797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.24312,0.38892,0.43377,0.29398,0.49048,0.37789,0.54165,0.54109,0.16111,0.2893,0.25886,0.21924,0.29883,1.06053,1.10629,0.10823,0.25034,0.34709,0.42184,0.24979,0.10935,1.00558,0.77716,2.60036,0.0,0.0,0.0,0.0,0.08791,0.00998,0.15001,0.04807,0.28645,0.26623,0.34056,0.40669,0.70258,2.12399,1.57952,1.24293,0.0,0.0,0.0,0.0,0.4119,0.23842,0.63565,0.10564
 Dr Pepper Cherry (Br),0.62435,0.83054,0.71767,0.39256,2.45805,2.77307,1.18689,0.98356,0.08149,0.27597,0.51951,0.1893,0.37327,0.32994,0.66272,0.20636,0.65743,0.89241,0.7533,0.40176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79317,0.35193,0.33476,0.36205,0.73981,1.75527,0.94043,0.57471,0.38503,0.69075,0.67817,0.41855,0.0,0.0,0.0,0.0,0.0,0.0,1.58078,0.0
  1 Lt (Si),0.12869,0.0268,0.04472,0.01617,0.58528,0.12192,0.16433,0.06353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13551,0.0288,0.04694,0.01655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34471,0.07444,0.1285,0.04515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  1.5 Lt (Si),0.0,0.0,0.20788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58078,0.0
  250 Ml (Si),0.04295,0.10455,0.0802,0.07341,0.0452,0.09668,0.00193,0.22542,0.00987,0.07248,0.00502,0.00395,0.37327,0.32994,0.66272,0.20636,0.04522,0.11234,0.08418,0.07513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02662,0.05902,0.00151,0.16019,0.37903,0.69075,0.67817,0.16901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  300 Ml (Si),0.00052,0.0,0.0,0.02368,0.0,0.0,0.0,0.0,0.00074,0.0,0.0,0.03478,0.0,0.0,0.0,0.0,0.00055,0.0,0.0,0.02423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.24954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  345 Ml (Si),0.03669,0.29347,0.09779,0.02431,0.14979,1.31692,0.30333,0.06677,0.00528,0.00586,0.0249,0.01075,0.0,0.0,0.0,0.0,0.03863,0.31533,0.10264,0.02488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00945,0.0121,0.04962,0.01802,0.08822,0.80401,0.23719,0.04745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.41551,0.40571,0.28709,0.25499,1.67778,1.23755,0.71729,0.62784,0.0656,0.19764,0.15009,0.13982,0.0,0.0,0.0,0.0,0.43752,0.43594,0.30134,0.26096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78372,0.33983,0.28514,0.34403,0.28025,0.81779,0.57324,0.32192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Dr Pepper Diet (Br),0.31864,0.74958,0.83784,0.87869,1.11385,2.72128,2.31968,3.14945,0.10378,0.22379,0.33745,0.11324,0.0,0.0,0.0,0.0,0.33552,0.80542,0.87944,0.89928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01014,0.23884,0.46775,0.07641,0.74087,1.86457,1.72551,2.27603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39054,0.0,0.71219,0.31638
  1 Lt (Si),0.04181,0.06761,0.097,0.00259,0.19014,0.30757,0.35647,0.01019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04402,0.07265,0.10182,0.00265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199,0.18778,0.27874,0.00724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  1.5 Lt (Si),0.13908,0.3786,0.11077,0.72951,0.63253,1.72215,0.40707,2.86621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14645,0.4068,0.11627,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07214,0.15348,0.0,0.37254,0.98584,0.15579,2.03688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07153,0.0
  300 Ml (Si),0.00889,0.07101,0.02288,0.04114,0.0,0.0,0.0,0.0,0.01252,0.105,0.03737,0.06043,0.0,0.0,0.0,0.0,0.00936,0.07629,0.02402,0.04211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02382,0.19719,0.06575,0.11488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.12886,0.23236,0.60718,0.10545,0.29118,0.69157,1.55614,0.27306,0.09126,0.11879,0.30008,0.05281,0.0,0.0,0.0,0.0,0.13569,0.24967,0.63733,0.10792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01014,0.1667,0.31427,0.07641,0.23252,0.49377,1.22524,0.11704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39054,0.0,0.64066,0.31638
 Dr Pepper Original (Br),0.01507,0.10855,0.13654,0.23757,0.0,0.0,0.0,0.0,0.02121,0.16052,0.223,0.34896,0.0,0.0,0.0,0.0,0.01587,0.11664,0.14332,0.24314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.33162,0.44448,0.58509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.01507,0.10855,0.13654,0.23757,0.0,0.0,0.0,0.0,0.02121,0.16052,0.223,0.34896,0.0,0.0,0.0,0.0,0.01587,0.11664,0.14332,0.24314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.33162,0.44448,0.58509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Fanta Apple (Br),0.56491,1.23728,1.05015,0.18537,0.26586,1.03977,0.38342,0.03611,0.57953,0.54816,0.02143,0.08581,1.35999,6.13951,8.06907,1.82074,0.59484,1.32945,1.10229,0.18971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01502,0.98796,0.01213,0.11778,0.02441,0.13132,0.02699,0.02957,0.0,0.0,0.0,0.0,3.36524,17.05492,10.82513,3.32623,0.0,0.0,0.0,0.0
  1 Lt (Si),0.55006,1.14369,0.77016,0.09289,0.26586,1.03977,0.38342,0.03611,0.5667,0.47824,0.00609,0.07025,1.2776,5.6939,5.72807,0.55472,0.57921,1.22888,0.8084,0.09507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01502,0.98796,0.01213,0.11778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23916,16.14356,8.00051,1.18085,0.0,0.0,0.0,0.0
  345 Ml (Si),0.00574,0.04631,0.27059,0.08188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0824,0.44561,2.341,1.26602,0.00604,0.04976,0.28403,0.0838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12607,0.91136,2.82462,2.14539,0.0,0.0,0.0,0.0
  500 Ml (Si),0.00911,0.04729,0.00939,0.01059,0.0,0.0,0.0,0.0,0.01282,0.06993,0.01534,0.01556,0.0,0.0,0.0,0.0,0.00959,0.05081,0.00986,0.01084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02441,0.13132,0.02699,0.02957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Fanta Berry (Br),0.00349,0.01951,0.03372,0.03686,0.01586,0.08873,0.12393,0.14483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00367,0.02096,0.0354,0.03772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00879,0.05959,0.10977,0.09078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.00349,0.01951,0.03372,0.03686,0.01586,0.08873,0.12393,0.14483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00367,0.02096,0.0354,0.03772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00879,0.05959,0.10977,0.09078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Faxe Kondi (Br),0.10317,0.00318,0.01803,0.00382,0.46923,0.01447,0.06624,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10864,0.00342,0.01892,0.00391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27636,0.00883,0.0518,0.01066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  300 Ml (Si),0.10317,0.00318,0.01803,0.00382,0.46923,0.01447,0.06624,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10864,0.00342,0.01892,0.00391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27636,0.00883,0.0518,0.01066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Gazoz Soda (Br),0.07555,0.12936,0.03085,0.34437,0.0,0.0,0.0,0.0,0.03922,0.08615,0.0,0.31478,0.68478,0.68417,0.26687,2.0111,0.07956,0.13899,0.03238,0.35244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07025,0.17798,0.0,0.52778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04777,1.39924,0.32201,3.40799,0.0,0.0,0.0,0.0
  1 Lt (Si),0.04879,0.06942,0.02242,0.32175,0.0,0.0,0.0,0.0,0.03922,0.08615,0.0,0.31478,0.30046,0.10742,0.19395,1.66131,0.05138,0.0746,0.02353,0.32929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07025,0.17798,0.0,0.52778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45972,0.2197,0.23402,2.81524,0.0,0.0,0.0,0.0
  345 Ml (Si),0.02676,0.05993,0.00843,0.02262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38433,0.57674,0.07292,0.34979,0.02818,0.0644,0.00885,0.02315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58805,1.17954,0.08799,0.59275,0.0,0.0,0.0,0.0
 Mirinda Orange (Br),0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75703,0.0,0.0,0.0,0.09185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91342,0.0,0.0,0.0,0.0,0.0
  1 Lt (Si),0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75703,0.0,0.0,0.0,0.09185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91342,0.0,0.0,0.0,0.0,0.0
 Orangina (Br),2.69874,0.10053,0.14482,0.20782,0.0,0.0,0.0,0.0,3.79844,0.14865,0.23651,0.30525,0.0,0.0,0.0,0.0,2.84173,0.10802,0.15201,0.21269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22906,0.27918,0.41613,0.58026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  1.5 Lt (Si),2.69874,0.10053,0.14482,0.20782,0.0,0.0,0.0,0.0,3.79844,0.14865,0.23651,0.30525,0.0,0.0,0.0,0.0,2.84173,0.10802,0.15201,0.21269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22906,0.27918,0.41613,0.58026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Paulaner Spezi (Br),0.0,0.0,0.2222,0.0,0.0,0.0,0.81655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68965,0.0
  1 Lt (Si),0.0,0.0,0.05921,0.0,0.0,0.0,0.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45027,0.0
  1.5 Lt (Si),0.0,0.0,0.0932,0.0,0.0,0.0,0.34249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7087,0.0
  500 Ml (Si),0.0,0.0,0.06979,0.0,0.0,0.0,0.25646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53068,0.0
